YEAR,MONTH,DAY_OF_MONTH,DEP_TIME,DEP_DELAY,ARR_DELAY,DISTANCE,ORIGIN,DEST,CANCELLED,CARRIER,UNIQUE_CARRIER,AIRLINE_ID
2016,4,23,1925,5.0,5.0,2174.0,MIA,LAS,0.0,F9,F9,20436
2016,4,23,2247,-3.0,-2.0,1524.0,LAS,MKE,0.0,F9,F9,20436
2016,4,23,0729,-1.0,-7.0,1014.0,DEN,BNA,0.0,F9,F9,20436
2016,4,23,1143,-2.0,-30.0,1014.0,BNA,DEN,0.0,F9,F9,20436
2016,4,23,1428,-7.0,-8.0,628.0,DEN,LAS,0.0,F9,F9,20436
2016,4,23,1617,-3.0,-8.0,414.0,LAS,SFO,0.0,F9,F9,20436
2016,4,23,1841,-9.0,-23.0,414.0,SFO,LAS,0.0,F9,F9,20436
2016,4,23,2130,-15.0,-27.0,1678.0,LAS,CVG,0.0,F9,F9,20436
2016,4,23,0650,-10.0,-37.0,1337.0,CLT,DEN,0.0,F9,F9,20436
2016,4,23,0948,13.0,5.0,1123.0,DEN,DTW,0.0,F9,F9,20436
2016,4,23,1507,-3.0,-15.0,464.0,DTW,TTN,0.0,F9,F9,20436
2016,4,23,1720,-15.0,-38.0,896.0,TTN,MCO,0.0,F9,F9,20436
2016,4,23,2055,-10.0,-11.0,896.0,MCO,TTN,0.0,F9,F9,20436
2016,4,23,0742,12.0,5.0,1476.0,DEN,DCA,0.0,F9,F9,20436
2016,4,23,1336,-4.0,-48.0,1476.0,DCA,DEN,0.0,F9,F9,20436
2016,4,23,1623,-7.0,-18.0,472.0,DEN,OMA,0.0,F9,F9,20436
2016,4,23,1931,-9.0,-19.0,472.0,OMA,DEN,0.0,F9,F9,20436
2016,4,23,0025,-5.0,-7.0,2218.0,LAX,MCO,0.0,F9,F9,20436
2016,4,23,0959,-6.0,-23.0,2039.0,MCO,LAS,0.0,F9,F9,20436
2016,4,23,1314,-6.0,-14.0,1090.0,LAS,AUS,0.0,F9,F9,20436
2016,4,23,1847,-3.0,-10.0,775.0,AUS,DEN,0.0,F9,F9,20436
2016,4,23,2145,-10.0,-22.0,853.0,DEN,SAN,0.0,F9,F9,20436
2016,4,23,0655,-5.0,-33.0,1199.0,ATL,DEN,0.0,F9,F9,20436
2016,4,23,0927,14.0,6.0,1201.0,DEN,CLE,0.0,F9,F9,20436
2016,4,23,1502,7.0,-17.0,1201.0,CLE,DEN,0.0,F9,F9,20436
2016,4,23,1652,-13.0,-15.0,846.0,DEN,SNA,0.0,F9,F9,20436
2016,4,23,1905,-10.0,-26.0,846.0,SNA,DEN,0.0,F9,F9,20436
2016,4,23,0646,1.0,-12.0,693.0,TTN,ORD,0.0,F9,F9,20436
2016,4,23,0855,-5.0,4.0,693.0,ORD,TTN,0.0,F9,F9,20436
2016,4,23,1241,-4.0,-31.0,701.0,TTN,ATL,0.0,F9,F9,20436
2016,4,23,1554,-1.0,0.0,701.0,ATL,TTN,0.0,F9,F9,20436
2016,4,23,1833,-6.0,-18.0,373.0,TTN,RDU,0.0,F9,F9,20436
2016,4,23,2039,-16.0,-29.0,373.0,RDU,TTN,0.0,F9,F9,20436
2016,4,24,1713,-2.0,-10.0,588.0,ORD,IAD,0.0,F9,F9,20436
2016,4,24,2100,-15.0,-30.0,588.0,IAD,ORD,0.0,F9,F9,20436
2016,4,24,1620,-5.0,-22.0,2045.0,CLE,PDX,0.0,F9,F9,20436
2016,4,24,1931,16.0,13.0,991.0,PDX,DEN,0.0,F9,F9,20436
2016,4,24,2356,1.0,-12.0,1709.0,DEN,MIA,0.0,F9,F9,20436
2016,4,24,0046,-13.0,-21.0,1739.0,PDX,ORD,0.0,F9,F9,20436
2016,4,24,0751,-4.0,-4.0,1846.0,ORD,SFO,0.0,F9,F9,20436
2016,4,24,1141,-14.0,-30.0,967.0,SFO,DEN,0.0,F9,F9,20436
2016,4,24,1658,23.0,22.0,1024.0,DEN,SEA,0.0,F9,F9,20436
2016,4,24,1928,8.0,20.0,1024.0,SEA,DEN,0.0,F9,F9,20436
2016,4,24,0603,-6.0,-20.0,641.0,DFW,DEN,0.0,F9,F9,20436
2016,4,24,1843,-7.0,-27.0,991.0,DEN,PDX,0.0,F9,F9,20436
2016,4,24,2217,-3.0,-10.0,2045.0,PDX,CLE,0.0,F9,F9,20436
2016,4,24,0719,-1.0,-28.0,888.0,DEN,ORD,0.0,F9,F9,20436
2016,4,24,1138,-7.0,-12.0,409.0,ORD,BNA,0.0,F9,F9,20436
2016,4,24,1413,-7.0,-21.0,409.0,BNA,ORD,0.0,F9,F9,20436
2016,4,24,1649,-6.0,-19.0,403.0,ORD,MCI,0.0,F9,F9,20436
2016,4,24,1915,-15.0,9.0,403.0,MCI,ORD,0.0,F9,F9,20436
2016,4,24,1359,394.0,378.0,895.0,CLE,MCO,0.0,F9,F9,20436
2016,4,24,1035,-10.0,-15.0,895.0,MCO,CLE,0.0,F9,F9,20436
2016,4,24,2012,-3.0,-24.0,2218.0,MCO,LAX,0.0,F9,F9,20436
2016,4,24,1646,151.0,150.0,2052.0,CLE,LAX,0.0,F9,F9,20436
2016,4,24,1949,154.0,134.0,862.0,LAX,DEN,0.0,F9,F9,20436
2016,4,24,2334,129.0,116.0,680.0,DEN,MSP,0.0,F9,F9,20436
2016,4,24,0017,-3.0,-6.0,1436.0,DEN,RDU,0.0,F9,F9,20436
2016,4,24,0757,-8.0,-16.0,1436.0,RDU,DEN,0.0,F9,F9,20436
2016,4,24,1043,-7.0,-16.0,1476.0,DEN,DCA,0.0,F9,F9,20436
2016,4,24,1656,-9.0,-1.0,1476.0,DCA,DEN,0.0,F9,F9,20436
2016,4,24,0801,31.0,15.0,993.0,PHL,RSW,0.0,F9,F9,20436
2016,4,24,1110,0.0,3.0,879.0,RSW,CVG,0.0,F9,F9,20436
2016,4,24,1428,-2.0,-14.0,2036.0,CVG,SFO,0.0,F9,F9,20436
2016,4,24,1718,-7.0,-27.0,967.0,SFO,DEN,0.0,F9,F9,20436
2016,4,24,2143,-16.0,-14.0,391.0,DEN,SLC,0.0,F9,F9,20436
2016,4,24,0712,-3.0,-14.0,862.0,DEN,LAX,0.0,F9,F9,20436
2016,4,24,0938,-2.0,-9.0,1947.0,LAX,ATL,0.0,F9,F9,20436
2016,4,24,1816,1.0,-13.0,1747.0,ATL,LAS,0.0,F9,F9,20436
2016,4,24,2123,-7.0,-16.0,1747.0,LAS,ATL,0.0,F9,F9,20436
2016,4,24,0817,-3.0,-21.0,1947.0,ATL,LAX,0.0,F9,F9,20436
2016,4,24,1119,-1.0,-21.0,862.0,LAX,DEN,0.0,F9,F9,20436
2016,4,24,1613,-2.0,-25.0,1620.0,DEN,LGA,0.0,F9,F9,20436
2016,4,24,2236,-14.0,-13.0,1620.0,LGA,DEN,0.0,F9,F9,20436
2016,4,24,2103,68.0,37.0,1721.0,ORD,SEA,0.0,F9,F9,20436
2016,4,24,0546,-6.0,-10.0,391.0,SLC,DEN,0.0,F9,F9,20436
2016,4,24,0805,-5.0,-12.0,602.0,DEN,PHX,0.0,F9,F9,20436
2016,4,24,0947,-13.0,-20.0,1569.0,PHX,CVG,0.0,F9,F9,20436
2016,4,24,1710,-5.0,-41.0,1569.0,CVG,PHX,0.0,F9,F9,20436
2016,4,24,1926,-4.0,-11.0,602.0,PHX,DEN,0.0,F9,F9,20436
2016,4,24,0653,-7.0,-17.0,862.0,DEN,IAH,0.0,F9,F9,20436
2016,4,24,1107,-8.0,-31.0,862.0,IAH,DEN,0.0,F9,F9,20436
2016,4,24,1331,-9.0,-12.0,533.0,DEN,MCI,0.0,F9,F9,20436
2016,4,24,1650,-12.0,0.0,533.0,MCI,DEN,0.0,F9,F9,20436
2016,4,24,1915,35.0,27.0,967.0,DEN,SFO,0.0,F9,F9,20436
2016,4,24,2202,-8.0,-6.0,2036.0,SFO,CVG,0.0,F9,F9,20436
2016,4,24,0803,-12.0,-19.0,1013.0,MIA,PHL,0.0,F9,F9,20436
2016,4,24,1155,-5.0,-23.0,588.0,PHL,IND,0.0,F9,F9,20436
2016,4,24,1455,-5.0,-10.0,588.0,IND,PHL,0.0,F9,F9,20436
2016,4,24,1732,-8.0,-32.0,920.0,PHL,TPA,0.0,F9,F9,20436
2016,4,24,2126,6.0,-5.0,920.0,TPA,PHL,0.0,F9,F9,20436
2016,4,24,0635,-10.0,-15.0,1197.0,ORD,MIA,0.0,F9,F9,20436
2016,4,24,1153,-7.0,-28.0,1197.0,MIA,ORD,0.0,F9,F9,20436
2016,4,24,1517,-3.0,-13.0,678.0,ORD,PHL,0.0,F9,F9,20436
2016,4,24,1913,-7.0,11.0,678.0,PHL,ORD,0.0,F9,F9,20436
2016,4,24,2134,4.0,-6.0,1440.0,ORD,PHX,0.0,F9,F9,20436
2016,4,24,0536,6.0,-7.0,680.0,MSP,DEN,0.0,F9,F9,20436
2016,4,24,0734,-1.0,-6.0,846.0,DEN,SNA,0.0,F9,F9,20436
2016,4,24,0950,0.0,-16.0,846.0,SNA,DEN,0.0,F9,F9,20436
2016,4,24,1357,-3.0,-12.0,391.0,DEN,SLC,0.0,F9,F9,20436
2016,4,24,1609,-11.0,-19.0,391.0,SLC,DEN,0.0,F9,F9,20436
2016,4,24,1840,-5.0,-12.0,862.0,DEN,LAX,0.0,F9,F9,20436
2016,4,24,2209,-16.0,-35.0,2052.0,LAX,CLE,0.0,F9,F9,20436
2016,4,24,0658,-2.0,-12.0,967.0,DEN,SFO,0.0,F9,F9,20436
2016,4,24,0928,-7.0,-22.0,1846.0,SFO,ORD,0.0,F9,F9,20436
2016,4,24,1642,-3.0,-11.0,906.0,ORD,UST,0.0,F9,F9,20436
2016,4,24,2056,-3.0,-7.0,906.0,UST,ORD,0.0,F9,F9,20436
2016,4,24,0616,-4.0,-19.0,1440.0,PHX,ORD,0.0,F9,F9,20436
2016,4,24,1235,-10.0,-27.0,888.0,ORD,DEN,0.0,F9,F9,20436
2016,4,24,1515,-10.0,-29.0,692.0,DEN,CID,0.0,F9,F9,20436
2016,4,24,1905,-10.0,-24.0,692.0,CID,DEN,0.0,F9,F9,20436
2016,4,24,2044,39.0,19.0,641.0,DEN,DFW,0.0,F9,F9,20436
2016,4,24,1700,10.0,-25.0,1089.0,PHL,MSY,0.0,F9,F9,20436
2016,4,24,1935,-20.0,-29.0,1089.0,MSY,PHL,0.0,F9,F9,20436
2016,4,24,0752,-3.0,-8.0,879.0,CVG,RSW,0.0,F9,F9,20436
2016,4,24,1116,-4.0,-10.0,993.0,RSW,PHL,0.0,F9,F9,20436
2016,4,24,1754,69.0,59.0,1013.0,PHL,MIA,0.0,F9,F9,20436
2016,4,24,2147,82.0,84.0,1709.0,MIA,DEN,0.0,F9,F9,20436
2016,4,24,0721,6.0,-9.0,1824.0,CLE,LAS,0.0,F9,F9,20436
2016,4,24,0957,-3.0,-4.0,1824.0,LAS,CLE,0.0,F9,F9,20436
2016,4,24,1756,-4.0,-13.0,416.0,CLE,RDU,0.0,F9,F9,20436
2016,4,24,2011,-9.0,-22.0,416.0,RDU,CLE,0.0,F9,F9,20436
2016,4,24,0741,-4.0,-17.0,895.0,MCO,CLE,0.0,F9,F9,20436
2016,4,24,1115,-5.0,-15.0,895.0,CLE,MCO,0.0,F9,F9,20436
2016,4,24,1443,-12.0,-18.0,882.0,MCO,STL,0.0,F9,F9,20436
2016,4,24,1728,-2.0,-1.0,1371.0,STL,LAS,0.0,F9,F9,20436
2016,4,24,2017,17.0,8.0,628.0,LAS,DEN,0.0,F9,F9,20436
2016,4,24,0822,-3.0,-4.0,861.0,MCO,PHL,0.0,F9,F9,20436
2016,4,24,1219,-6.0,-5.0,337.0,PHL,RDU,0.0,F9,F9,20436
2016,4,24,1444,4.0,-10.0,534.0,RDU,MCO,0.0,F9,F9,20436
2016,4,24,1757,-3.0,-9.0,1005.0,MCO,ORD,0.0,F9,F9,20436
2016,4,24,2109,-6.0,-5.0,1514.0,ORD,LAS,0.0,F9,F9,20436
2016,4,24,0613,-2.0,-5.0,882.0,STL,MCO,0.0,F9,F9,20436
2016,4,24,1032,-3.0,-5.0,534.0,MCO,RDU,0.0,F9,F9,20436
2016,4,24,1320,0.0,11.0,337.0,RDU,PHL,0.0,F9,F9,20436
2016,4,24,1555,-5.0,-21.0,861.0,PHL,MCO,0.0,F9,F9,20436
2016,4,24,1936,-4.0,-19.0,1546.0,MCO,DEN,0.0,F9,F9,20436
2016,4,24,2359,0.0,-11.0,1546.0,DEN,MCO,0.0,F9,F9,20436
2016,4,24,0548,-7.0,-10.0,1005.0,ORD,MCO,0.0,F9,F9,20436
2016,4,24,1121,1.0,-25.0,1546.0,MCO,DEN,0.0,F9,F9,20436
2016,4,24,1428,-11.0,-15.0,1069.0,DEN,CVG,0.0,F9,F9,20436
2016,4,24,2010,-5.0,-15.0,757.0,CVG,MCO,0.0,F9,F9,20436
2016,4,24,0030,-10.0,-18.0,1371.0,LAS,STL,0.0,F9,F9,20436
2016,4,24,1715,0.0,-5.0,770.0,STL,DEN,0.0,F9,F9,20436
2016,4,24,1945,-5.0,-12.0,770.0,DEN,STL,0.0,F9,F9,20436
2016,4,24,0742,2.0,-9.0,1546.0,DEN,MCO,0.0,F9,F9,20436
2016,4,24,1414,-6.0,-18.0,757.0,MCO,CVG,0.0,F9,F9,20436
2016,4,24,1805,35.0,32.0,1069.0,CVG,DEN,0.0,F9,F9,20436
2016,4,24,1947,-8.0,-9.0,628.0,DEN,LAS,0.0,F9,F9,20436
2016,4,24,2254,4.0,-22.0,1514.0,LAS,ORD,0.0,F9,F9,20436
2016,4,24,0711,-4.0,-13.0,927.0,TPA,CLE,0.0,F9,F9,20436
2016,4,24,1030,-5.0,-22.0,1025.0,CLE,RSW,0.0,F9,F9,20436
2016,4,24,1410,-5.0,1.0,1025.0,RSW,CLE,0.0,F9,F9,20436
2016,4,24,1749,4.0,0.0,927.0,CLE,TPA,0.0,F9,F9,20436
2016,4,24,2058,-2.0,-24.0,1506.0,TPA,DEN,0.0,F9,F9,20436
2016,4,24,0014,15.0,12.0,1506.0,DEN,TPA,0.0,F9,F9,20436
2016,4,24,0545,0.0,-19.0,967.0,SFO,DEN,0.0,F9,F9,20436
2016,4,24,1050,5.0,19.0,516.0,DEN,BIS,0.0,F9,F9,20436
2016,4,24,1429,19.0,13.0,516.0,BIS,DEN,0.0,F9,F9,20436
2016,4,24,1604,-6.0,-20.0,888.0,DEN,ORD,0.0,F9,F9,20436
2016,4,24,2042,-3.0,-6.0,888.0,ORD,DEN,0.0,F9,F9,20436
2016,4,24,0755,-5.0,-29.0,1558.0,PHL,DEN,0.0,F9,F9,20436
2016,4,24,1102,-13.0,-19.0,853.0,DEN,SAN,0.0,F9,F9,20436
2016,4,24,1311,-14.0,-23.0,853.0,SAN,DEN,0.0,F9,F9,20436
2016,4,24,1841,-4.0,-5.0,775.0,DEN,AUS,0.0,F9,F9,20436
2016,4,24,2239,-1.0,31.0,1090.0,AUS,LAS,0.0,F9,F9,20436
2016,4,24,0008,-22.0,-23.0,2218.0,LAX,MCO,0.0,F9,F9,20436
2016,4,24,1002,-3.0,-10.0,2039.0,MCO,LAS,0.0,F9,F9,20436
2016,4,24,1310,-10.0,-12.0,1090.0,LAS,AUS,0.0,F9,F9,20436
2016,4,24,1846,-4.0,-6.0,775.0,AUS,DEN,0.0,F9,F9,20436
2016,4,24,2144,-11.0,1.0,853.0,DEN,SAN,0.0,F9,F9,20436
2016,4,24,0523,-7.0,-21.0,602.0,PHX,DEN,0.0,F9,F9,20436
2016,4,24,1614,-6.0,-16.0,1476.0,DEN,DCA,0.0,F9,F9,20436
2016,4,24,0012,-13.0,-35.0,1222.0,LAS,IAH,0.0,F9,F9,20436
2016,4,24,0723,-2.0,-11.0,1635.0,IAH,SFO,0.0,F9,F9,20436
2016,4,24,1027,-3.0,-4.0,1635.0,SFO,IAH,0.0,F9,F9,20436
2016,4,24,1713,-2.0,-18.0,862.0,IAH,DEN,0.0,F9,F9,20436
2016,4,24,2148,-7.0,-11.0,602.0,DEN,PHX,0.0,F9,F9,20436
2016,4,24,0555,-5.0,-14.0,432.0,ATL,IND,0.0,F9,F9,20436
2016,4,24,0815,-10.0,-29.0,432.0,IND,ATL,0.0,F9,F9,20436
2016,4,24,1047,-3.0,-1.0,332.0,ATL,MEM,0.0,F9,F9,20436
2016,4,24,1157,-3.0,-11.0,332.0,MEM,ATL,0.0,F9,F9,20436
2016,4,24,1512,-3.0,-15.0,813.0,ATL,AUS,0.0,F9,F9,20436
2016,4,24,1739,-1.0,-14.0,813.0,AUS,ATL,0.0,F9,F9,20436
2016,4,24,2136,-4.0,-24.0,1199.0,ATL,DEN,0.0,F9,F9,20436
2016,4,24,0859,-11.0,-15.0,594.0,MIA,ATL,0.0,F9,F9,20436
2016,4,24,1157,-3.0,-15.0,554.0,ATL,CLE,0.0,F9,F9,20436
2016,4,24,1429,-6.0,-17.0,554.0,CLE,ATL,0.0,F9,F9,20436
2016,4,24,1715,-5.0,-15.0,689.0,ATL,IAH,0.0,F9,F9,20436
2016,4,24,1928,-7.0,-28.0,689.0,IAH,ATL,0.0,F9,F9,20436
2016,4,24,0825,-5.0,-21.0,861.0,PHL,MCO,0.0,F9,F9,20436
2016,4,24,1151,-4.0,-11.0,1310.0,MCO,MSP,0.0,F9,F9,20436
2016,4,24,1508,-7.0,-16.0,1310.0,MSP,MCO,0.0,F9,F9,20436
2016,4,24,1955,130.0,115.0,1072.0,MCO,MCI,0.0,F9,F9,20436
2016,4,24,2209,104.0,99.0,1072.0,MCI,MCO,0.0,F9,F9,20436
2016,4,24,0658,-2.0,-16.0,1476.0,DCA,DEN,0.0,F9,F9,20436
2016,4,24,1004,-2.0,-4.0,1062.0,DEN,MSY,0.0,F9,F9,20436
2016,4,24,1430,0.0,-12.0,1062.0,MSY,DEN,0.0,F9,F9,20436
2016,4,24,1712,-8.0,-9.0,853.0,DEN,SAN,0.0,F9,F9,20436
2016,4,24,1916,-9.0,-31.0,853.0,SAN,DEN,0.0,F9,F9,20436
2016,4,24,2353,-6.0,-15.0,1199.0,DEN,ATL,0.0,F9,F9,20436
2016,4,24,0713,13.0,2.0,1199.0,ATL,DEN,0.0,F9,F9,20436
2016,4,24,0912,12.0,0.0,991.0,DEN,PDX,0.0,F9,F9,20436
2016,4,24,1125,-10.0,-12.0,991.0,PDX,DEN,0.0,F9,F9,20436
2016,4,24,0658,-2.0,-35.0,1337.0,CLT,DEN,0.0,F9,F9,20436
2016,4,24,0928,-7.0,-30.0,1123.0,DEN,DTW,0.0,F9,F9,20436
2016,4,24,1456,-14.0,-25.0,464.0,DTW,TTN,0.0,F9,F9,20436
2016,4,24,1731,-4.0,-23.0,896.0,TTN,MCO,0.0,F9,F9,20436
2016,4,24,2053,-12.0,-24.0,896.0,MCO,TTN,0.0,F9,F9,20436
2016,4,24,0841,-4.0,-10.0,1024.0,DEN,SEA,0.0,F9,F9,20436
2016,4,24,1125,-5.0,4.0,1024.0,SEA,DEN,0.0,F9,F9,20436
2016,4,24,1558,8.0,4.0,896.0,DEN,MKE,0.0,F9,F9,20436
2016,4,24,1947,-13.0,-8.0,1524.0,MKE,LAS,0.0,F9,F9,20436
2016,4,24,2237,-13.0,0.0,1524.0,LAS,MKE,0.0,F9,F9,20436
2016,4,24,0612,-3.0,-18.0,628.0,LAS,DEN,0.0,F9,F9,20436
2016,4,24,0951,-9.0,-23.0,680.0,DEN,MSP,0.0,F9,F9,20436
2016,4,24,1340,-10.0,-18.0,680.0,MSP,DEN,0.0,F9,F9,20436
2016,4,24,1612,-3.0,-12.0,1558.0,DEN,PHL,0.0,F9,F9,20436
2016,4,24,0630,5.0,1.0,762.0,ATL,LGA,0.0,F9,F9,20436
2016,4,24,0924,-6.0,-43.0,1096.0,LGA,MIA,0.0,F9,F9,20436
2016,4,24,1416,-9.0,-27.0,1096.0,MIA,LGA,0.0,F9,F9,20436
2016,4,24,1821,-9.0,-38.0,762.0,LGA,ATL,0.0,F9,F9,20436
2016,4,24,0729,-1.0,-17.0,1014.0,DEN,BNA,0.0,F9,F9,20436
2016,4,24,1135,-10.0,-38.0,1014.0,BNA,DEN,0.0,F9,F9,20436
2016,4,24,1428,-7.0,-15.0,628.0,DEN,LAS,0.0,F9,F9,20436
2016,4,24,1611,-9.0,-14.0,414.0,LAS,SFO,0.0,F9,F9,20436
2016,4,24,1846,-4.0,-3.0,414.0,SFO,LAS,0.0,F9,F9,20436
2016,4,24,2141,-4.0,-20.0,1678.0,LAS,CVG,0.0,F9,F9,20436
2016,4,24,0726,-4.0,-21.0,1476.0,DEN,DCA,0.0,F9,F9,20436
2016,4,24,1326,-14.0,-24.0,1476.0,DCA,DEN,0.0,F9,F9,20436
2016,4,24,1624,-6.0,-8.0,589.0,DEN,DSM,0.0,F9,F9,20436
2016,4,24,2002,7.0,6.0,589.0,DSM,DEN,0.0,F9,F9,20436
2016,4,24,2156,1.0,-6.0,967.0,DEN,SFO,0.0,F9,F9,20436
2016,4,24,0804,9.0,5.0,484.0,ATL,STL,0.0,F9,F9,20436
2016,4,24,0924,-6.0,-16.0,484.0,STL,ATL,0.0,F9,F9,20436
2016,4,24,1422,-3.0,-16.0,1590.0,ATL,SLC,0.0,F9,F9,20436
2016,4,24,1709,-16.0,-30.0,1590.0,SLC,ATL,0.0,F9,F9,20436
2016,4,24,0845,-5.0,-12.0,616.0,MCO,BNA,0.0,F9,F9,20436
2016,4,24,1022,-8.0,-16.0,616.0,BNA,MCO,0.0,F9,F9,20436
2016,4,24,0625,-5.0,-8.0,896.0,MKE,DEN,0.0,F9,F9,20436
2016,4,24,0909,-1.0,-17.0,641.0,DEN,DFW,0.0,F9,F9,20436
2016,4,24,1248,-7.0,-10.0,853.0,DFW,MKE,0.0,F9,F9,20436
2016,4,24,1550,-10.0,-34.0,853.0,MKE,DFW,0.0,F9,F9,20436
2016,4,24,1912,-18.0,-28.0,641.0,DFW,DEN,0.0,F9,F9,20436
2016,4,24,0559,-1.0,-16.0,1678.0,CVG,LAS,0.0,F9,F9,20436
2016,4,24,0812,-8.0,-24.0,604.0,LAS,COS,0.0,F9,F9,20436
2016,4,24,1147,-8.0,-10.0,604.0,COS,LAS,0.0,F9,F9,20436
2016,4,24,1338,-7.0,-18.0,628.0,LAS,DEN,0.0,F9,F9,20436
2016,4,24,1729,-5.0,-19.0,862.0,DEN,IAH,0.0,F9,F9,20436
2016,4,24,2145,-10.0,-12.0,1222.0,IAH,LAS,0.0,F9,F9,20436
2016,4,24,0611,-19.0,-38.0,1028.0,TTN,RSW,0.0,F9,F9,20436
2016,4,24,1007,-8.0,-14.0,1028.0,RSW,TTN,0.0,F9,F9,20436
2016,4,24,1354,-11.0,-7.0,464.0,TTN,DTW,0.0,F9,F9,20436
2016,4,24,1622,-13.0,-25.0,1123.0,DTW,DEN,0.0,F9,F9,20436
2016,4,24,1832,-8.0,-21.0,391.0,DEN,SLC,0.0,F9,F9,20436
2016,4,24,2048,-7.0,-22.0,391.0,SLC,DEN,0.0,F9,F9,20436
2016,4,24,0912,-1.0,-15.0,1201.0,DEN,CLE,0.0,F9,F9,20436
2016,4,24,1452,-3.0,-8.0,1201.0,CLE,DEN,0.0,F9,F9,20436
2016,4,24,1703,-2.0,11.0,846.0,DEN,SNA,0.0,F9,F9,20436
2016,4,24,1912,-3.0,-24.0,846.0,SNA,DEN,0.0,F9,F9,20436
2016,4,24,2350,-5.0,-18.0,1337.0,DEN,CLT,0.0,F9,F9,20436
2016,4,24,0612,-8.0,-7.0,853.0,SAN,DEN,0.0,F9,F9,20436
2016,4,24,1035,-9.0,-11.0,1199.0,DEN,ATL,0.0,F9,F9,20436
2016,4,24,1633,3.0,-3.0,594.0,ATL,MIA,0.0,F9,F9,20436
2016,4,24,1919,-1.0,-18.0,2174.0,MIA,LAS,0.0,F9,F9,20436
2016,4,24,0002,62.0,40.0,2174.0,LAS,MIA,0.0,F9,F9,20436
2016,4,24,0010,-5.0,-2.0,977.0,DEN,IND,0.0,F9,F9,20436
2016,4,24,0553,-7.0,-20.0,977.0,IND,DEN,0.0,F9,F9,20436
2016,4,24,0736,-3.0,-16.0,628.0,DEN,LAS,0.0,F9,F9,20436
2016,4,24,0915,-5.0,-10.0,2039.0,LAS,MCO,0.0,F9,F9,20436
2016,4,24,1731,206.0,197.0,758.0,MCO,IAD,0.0,F9,F9,20436
2016,4,24,2015,190.0,168.0,758.0,IAD,MCO,0.0,F9,F9,20436
2016,4,24,2254,154.0,137.0,861.0,MCO,PHL,0.0,F9,F9,20436
2016,4,24,0546,-14.0,-27.0,955.0,TTN,TPA,0.0,F9,F9,20436
2016,4,24,0904,-21.0,-31.0,955.0,TPA,TTN,0.0,F9,F9,20436
2016,4,24,1237,-8.0,-27.0,701.0,TTN,ATL,0.0,F9,F9,20436
2016,4,24,1602,7.0,2.0,701.0,ATL,TTN,0.0,F9,F9,20436
2016,4,24,1838,-2.0,-4.0,484.0,TTN,CLT,0.0,F9,F9,20436
2016,4,24,2103,-2.0,2.0,484.0,CLT,TTN,0.0,F9,F9,20436
2016,4,25,1714,-1.0,-11.0,599.0,ORD,CLT,0.0,F9,F9,20436
2016,4,25,2055,-10.0,-3.0,599.0,CLT,ORD,0.0,F9,F9,20436
2016,4,25,0814,-1.0,1.0,1013.0,MIA,PHL,0.0,F9,F9,20436
2016,4,25,1158,-2.0,-13.0,766.0,PHL,UST,0.0,F9,F9,20436
2016,4,25,1510,-5.0,-8.0,766.0,UST,PHL,0.0,F9,F9,20436
2016,4,25,1912,52.0,35.0,675.0,PHL,BNA,0.0,F9,F9,20436
2016,4,25,2042,22.0,12.0,675.0,BNA,PHL,0.0,F9,F9,20436
2016,4,25,0651,-9.0,-25.0,967.0,DEN,SFO,0.0,F9,F9,20436
2016,4,25,0930,-5.0,-19.0,2139.0,SFO,ATL,0.0,F9,F9,20436
2016,4,25,1811,-4.0,-9.0,1747.0,ATL,LAS,0.0,F9,F9,20436
2016,4,25,2126,-4.0,7.0,1747.0,LAS,ATL,0.0,F9,F9,20436
2016,4,25,0719,-6.0,-17.0,895.0,CLE,MCO,0.0,F9,F9,20436
2016,4,25,1036,-9.0,-26.0,895.0,MCO,CLE,0.0,F9,F9,20436
2016,4,25,1356,-9.0,-23.0,2161.0,CLE,SFO,0.0,F9,F9,20436
2016,4,25,1719,-6.0,1.0,967.0,SFO,DEN,0.0,F9,F9,20436
2016,4,25,2150,-9.0,-5.0,391.0,DEN,SLC,0.0,F9,F9,20436
2016,4,25,0645,0.0,-11.0,1250.0,ORD,SLC,0.0,F9,F9,20436
2016,4,25,0958,-12.0,-28.0,1250.0,SLC,ORD,0.0,F9,F9,20436
2016,4,25,1514,-6.0,-6.0,646.0,ORD,RDU,0.0,F9,F9,20436
2016,4,25,1919,-5.0,11.0,646.0,RDU,ORD,0.0,F9,F9,20436
2016,4,25,0022,-8.0,-4.0,2218.0,LAX,MCO,0.0,F9,F9,20436
2016,4,25,0915,80.0,65.0,829.0,MCO,IND,0.0,F9,F9,20436
2016,4,25,1206,61.0,54.0,829.0,IND,MCO,0.0,F9,F9,20436
2016,4,25,0526,-4.0,-24.0,680.0,MSP,DEN,0.0,F9,F9,20436
2016,4,25,0732,-3.0,-7.0,846.0,DEN,SNA,0.0,F9,F9,20436
2016,4,25,0946,-4.0,-20.0,846.0,SNA,DEN,0.0,F9,F9,20436
2016,4,25,1348,-12.0,-21.0,391.0,DEN,SLC,0.0,F9,F9,20436
2016,4,25,1605,-15.0,-20.0,391.0,SLC,DEN,0.0,F9,F9,20436
2016,4,25,0656,-4.0,-14.0,862.0,DEN,IAH,0.0,F9,F9,20436
2016,4,25,1112,-3.0,-21.0,862.0,IAH,DEN,0.0,F9,F9,20436
