time1,cm,cd,cl
1607.0,0.001394351,1.075111,-0.05951023
1608.0,0.0007605846,1.070763,-0.08839505
1609.0,7.163717e-05,1.066058,-0.1108916
1610.0,-0.0006171257,1.063019,-0.1256689
1611.0,-0.001253513,1.062127,-0.1315758
1612.0,-0.001794459,1.063999,-0.1285619
1613.0,-0.002207003,1.067479,-0.1169243
1614.0,-0.002469195,1.071053,-0.09710455
1615.0,-0.002566,1.074492,-0.07026759
1616.0,-0.002487292,1.076392,-0.03744552
1617.0,-0.002232388,1.077742,-0.001731257
1618.0,-0.001813124,1.07696,0.03385389
1619.0,-0.001256767,1.0742,0.06660378
1620.0,-0.0006055282,1.069582,0.09413607
1621.0,8.788403e-05,1.065236,0.1149943
1622.0,0.0007688996,1.062706,0.1278246
1623.0,0.001387087,1.062325,0.1316476
1624.0,0.001901311,1.064816,0.1266562
1625.0,0.002280646,1.068265,0.1130397
1626.0,0.002506069,1.071825,0.09150733
1627.0,0.002562914,1.074869,0.06311922
1628.0,0.002443199,1.076682,0.02937023
1629.0,0.00214905,1.077975,-0.006548587
1630.0,0.001695156,1.076703,-0.04176264
1631.0,0.001112814,1.073206,-0.07347405
1632.0,0.000447195,1.068304,-0.0995853
1633.0,-0.000248601,1.064416,-0.118801
1634.0,-0.0009201126,1.062509,-0.1296112
1635.0,-0.001517652,1.062771,-0.1312727
1636.0,-0.002002997,1.065693,-0.1242933
1637.0,-0.0023483,1.068944,-0.1088178
1638.0,-0.002536416,1.072487,-0.08567581
1639.0,-0.002553302,1.075227,-0.05578774
1640.0,-0.002392806,1.077171,-0.02119777
1641.0,-0.002059836,1.07795,0.01479918
1642.0,-0.001572809,1.076139,0.04948919
1643.0,-0.0009667459,1.072055,0.08006087
1644.0,-0.0002892013,1.067112,0.1046747
1645.0,0.0004058371,1.063742,0.1220159
1646.0,0.001064038,1.062298,0.1307296
1647.0,0.001638591,1.063216,0.1304196
1648.0,0.002093884,1.066476,0.1214635
1649.0,0.002404576,1.06983,0.1041321
1650.0,0.002554632,1.073442,0.0794016
1651.0,0.002531072,1.075711,0.04809498
1652.0,0.002330057,1.077323,0.01294598
1653.0,0.001959657,1.077423,-0.02295678
1654.0,0.001441785,1.075403,-0.0569213
1655.0,0.0008149365,1.071174,-0.08626116
1656.0,0.0001286721,1.066343,-0.1092965
1657.0,-0.000562288,1.063162,-0.1247849
1658.0,-0.001204832,1.062061,-0.1314546
1659.0,-0.001754891,1.063722,-0.1291174
1660.0,-0.002178746,1.067194,-0.1181753
1661.0,-0.002453719,1.070733,-0.09899548
1662.0,-0.002564544,1.07429,-0.07270812
1663.0,-0.002500356,1.076209,-0.04027474
1664.0,-0.002259592,1.077613,-0.004676628
1665.0,-0.001853014,1.077039,0.03100832
1666.0,-0.001306415,1.074538,0.06411057
1667.0,-0.0006610163,1.070019,0.09212154
1668.0,3.115995e-05,1.065536,0.113574
1669.0,0.0007151338,1.062783,0.127106
1670.0,0.001339994,1.062226,0.1316534
1671.0,0.001863733,1.064513,0.1273478
1672.0,0.002254763,1.067986,0.1144162
1673.0,0.002493182,1.071522,0.09350068
1674.0,0.002564264,1.0747,0.06567346
1675.0,0.002459019,1.076579,0.03220597
1676.0,0.002178525,1.07791,-0.003662249
1677.0,0.001736555,1.07683,-0.03901761
1678.0,0.001163134,1.073568,-0.07108059
1679.0,0.0005023404,1.068746,-0.09770834
1680.0,-0.0001927862,1.064677,-0.1175102
1681.0,-0.0008677688,1.062573,-0.1290135
1682.0,-0.001472667,1.062615,-0.1314329
1683.0,-0.001968283,1.065398,-0.1251671
1684.0,-0.002325664,1.068664,-0.1103674
1685.0,-0.002527026,1.07222,-0.08776357
1686.0,-0.002557824,1.075141,-0.05836271
1687.0,-0.002411395,1.077036,-0.02404702
1688.0,-0.002091811,1.078017,0.01193087
1689.0,-0.001616212,1.076331,0.04679825
1690.0,-0.001018301,1.072435,0.07778481
1691.0,-0.000344706,1.067531,0.1029261
1692.0,0.0003507654,1.064015,0.1209152
1693.0,0.001013948,1.062392,0.1303812
1694.0,0.001596824,1.063083,0.1307728
1695.0,0.002062917,1.06623,0.1225151
1696.0,0.002385853,1.0696,0.1058012
1697.0,0.002549253,1.073144,0.08163163
1698.0,0.002539833,1.07551,0.05079748
1699.0,0.002352822,1.077249,0.01581581
1700.0,0.001995242,1.077648,-0.02013345
1701.0,0.001487877,1.075741,-0.05436301
1702.0,0.0008680451,1.071541,-0.08413551
1703.0,0.0001846572,1.066596,-0.1077101
1704.0,-0.0005081755,1.063338,-0.1238818
1705.0,-0.001156461,1.062117,-0.1312764
1706.0,-0.001715276,1.063538,-0.1296247
1707.0,-0.002150168,1.066947,-0.1193638
1708.0,-0.002437611,1.0704,-0.1008225
1709.0,-0.002562183,1.074023,-0.07508358
1710.0,-0.002512222,1.076037,-0.04303411
1711.0,-0.002285301,1.07753,-0.007564784
1712.0,-0.001891191,1.077172,0.02821571
1713.0,-0.001354244,1.074854,0.06165246
1714.0,-0.0007149196,1.070421,0.09013461
1715.0,-2.415723e-05,1.065806,0.1121566
1716.0,0.0006624842,1.062894,0.1263529
1717.0,0.001293562,1.062166,0.1316216
1718.0,0.001826638,1.064228,0.1280341
1719.0,0.002229398,1.067743,0.1157998
1720.0,0.002480668,1.071328,0.09545057
1721.0,0.002565541,1.074603,0.06815125
1722.0,0.002474493,1.076455,0.03501944
1723.0,0.002207687,1.07779,-0.0007656332
1724.0,0.0017779,1.07689,-0.03624007
1725.0,0.001213574,1.073923,-0.06868108
1726.0,0.0005576532,1.069221,-0.09581359
1727.0,-0.000136689,1.064991,-0.1161822
1728.0,-0.0008150501,1.062647,-0.1283931
1729.0,-0.001427219,1.062437,-0.1315748
1730.0,-0.001932969,1.06507,-0.125996
1731.0,-0.002302201,1.068443,-0.111838
1732.0,-0.002516556,1.072046,-0.08979757
1733.0,-0.002561302,1.075045,-0.06091727
1734.0,-0.002429106,1.076855,-0.02689698
1735.0,-0.002123111,1.077983,0.009045104
1736.0,-0.001659176,1.076537,0.0440881
1737.0,-0.001069642,1.072876,0.07547213
1738.0,-0.0004002162,1.067966,0.1011475
1739.0,0.0002956646,1.064256,0.1198211
1740.0,0.0009637133,1.062447,0.1300302
1741.0,0.001554733,1.062898,0.1310825
1742.0,0.002031283,1.065929,0.123502
1743.0,0.002366213,1.069276,0.1074323
1744.0,0.002542841,1.072843,0.08381912
1745.0,0.002547617,1.075386,0.05351134
1746.0,0.002374967,1.077215,0.01873107
1747.0,0.002030613,1.07782,-0.01726817
1748.0,0.00153403,1.075976,-0.05176547
1749.0,0.0009213635,1.071846,-0.08197516
1750.0,0.0002408549,1.066893,-0.1061129
1751.0,-0.0004534786,1.063577,-0.1229262
1752.0,-0.001107257,1.062219,-0.1310166
1753.0,-0.00167458,1.063359,-0.1300783
1754.0,-0.00212044,1.066706,-0.1205136
1755.0,-0.002420449,1.070073,-0.1026418
1756.0,-0.00255891,1.073698,-0.07745215
1757.0,-0.002523178,1.075876,-0.04575913
1758.0,-0.002309994,1.077473,-0.01043411
1759.0,-0.001928437,1.077329,0.02540336
1760.0,-0.001401601,1.075161,0.05912183
1761.0,-0.0007688849,1.070822,0.08807209
1762.0,-8.036286e-05,1.066093,0.1106484
1763.0,0.0006087276,1.063035,0.1255352
1764.0,0.001246082,1.062117,0.1315625
1765.0,0.001788466,1.063958,0.1286536
1766.0,0.002202773,1.067435,0.1171209
1767.0,0.002466923,1.071003,0.09739574
1768.0,0.002565852,1.074458,0.07064086
1769.0,0.00248933,1.076369,0.03787495
1770.0,0.002236552,1.077727,0.002178883
1771.0,0.001819207,1.07697,-0.03342002
1772.0,0.001264331,1.074247,-0.06622418
1773.0,0.0006139579,1.069647,-0.09383312
1774.0,-7.929911e-05,1.065286,-0.1147839
1775.0,-0.0007607883,1.06272,-0.1277213
1776.0,-0.001379991,1.062306,-0.131649
1777.0,-0.001895625,1.06476,-0.1267574
1778.0,-0.002276692,1.068218,-0.1132437
1779.0,-0.002504063,1.071781,-0.0918062
1780.0,-0.002563078,1.074846,-0.06350678
1781.0,-0.002445594,1.076664,-0.02980252
1782.0,-0.002153548,1.077969,0.00611005
1783.0,-0.001701458,1.076728,0.04135034
1784.0,-0.001120444,1.07326,0.07311391
1785.0,-0.0004555783,1.068364,0.09930013
1786.0,0.0002401019,1.064447,0.1186059
1787.0,0.0009121457,1.062519,0.1295216
1788.0,0.001510819,1.062747,0.1312983
1789.0,0.00199775,1.065647,0.1244326
1790.0,0.002344928,1.068892,0.1090612
1791.0,0.002535076,1.07243,0.08599844
1792.0,0.002554054,1.075204,0.05617932
1793.0,0.002395646,1.077151,0.02162655
1794.0,0.002064654,1.077967,-0.01436763
1795.0,0.001579328,1.076168,-0.04908177
1796.0,0.0009744881,1.072103,-0.07971535
1797.0,0.0002975372,1.067168,-0.1044105
1798.0,-0.0003975646,1.063782,-0.1218489
1799.0,-0.001056511,1.062313,-0.1306739
1800.0,-0.001632292,1.063193,-0.1304669
1801.0,-0.00208918,1.066436,-0.1216155
1802.0,-0.00240169,1.069795,-0.1043787
1803.0,-0.002553742,1.073402,-0.0797318
1804.0,-0.002532303,1.075682,-0.04849496
1805.0,-0.002333404,1.077301,-0.01337517
1806.0,-0.001964952,1.077445,0.02253452
1807.0,-0.001448665,1.075453,0.0565407
1808.0,-0.0008228709,1.071237,0.08594474
1809.0,-0.0001370603,1.06638,0.1090539
1810.0,0.0005541619,1.06318,0.1246453
1811.0,0.001197569,1.062059,0.1314266
1812.0,0.001748949,1.06369,0.1291926
1813.0,0.00217447,1.067155,0.1183547
1814.0,0.002451308,1.070686,0.09926623
1815.0,0.002564159,1.074254,0.07305937
1816.0,0.002502072,1.076176,0.04068507
1817.0,0.002263365,1.077593,0.005106503
1818.0,0.00185863,1.077056,-0.03059454
1819.0,0.001313446,1.074589,-0.0637469
1820.0,0.0006689017,1.070082,-0.09182757
1821.0,-2.309311e-05,1.065578,-0.1133666
1822.0,-0.0007074713,1.062795,-0.126998
1823.0,-0.001333239,1.062216,-0.1316478
1824.0,-0.001858313,1.06448,-0.1274424
1825.0,-0.002251028,1.067955,-0.1146142
1826.0,-0.002491326,1.071487,-0.09378373
1827.0,-0.002564442,1.074677,-0.06603426
1828.0,-0.002461273,1.076559,-0.03261112
1829.0,-0.002182774,1.077897,0.003243645
1830.0,-0.001742584,1.076847,0.0386168
1831.0,-0.001170487,1.07362,0.07073389
1832.0,-0.000510396,1.068806,0.09743665
1833.0,0.0001846203,1.064717,0.1173185
1834.0,0.000860089,1.062583,0.1289221
1835.0,0.001466041,1.062592,0.131453
1836.0,0.001963148,1.065355,0.1252922
1837.0,0.002322285,1.068634,0.1105888
1838.0,0.002525564,1.072196,0.08806517
1839.0,0.002558382,1.075141,0.05873517
1840.0,0.002413999,1.077015,0.02446299
1841.0,0.002096384,1.078009,-0.01150913
1842.0,0.001622465,1.076355,-0.04640442
1843.0,0.001025732,1.072498,-0.07745348
1844.0,0.0003526911,1.067601,-0.1026737
1845.0,-0.0003428651,1.064058,-0.1207597
1846.0,-0.001006746,1.062405,-0.1303317
1847.0,-0.001590789,1.063061,-0.1308188
1848.0,-0.002058402,1.066186,-0.1226621
1849.0,-0.002383093,1.069559,-0.106041
1850.0,-0.00254843,1.073104,-0.08195195
1851.0,-0.002541094,1.07549,-0.05119405
1852.0,-0.00235618,1.077245,-0.01624024
1853.0,-0.002000522,1.07768,0.01971651
1854.0,-0.001494722,1.075785,0.05398772
1855.0,-0.0008759258,1.071587,0.08382394
1856.0,-0.0001929569,1.066634,0.1074792
1857.0,0.000500127,1.063372,0.1237474
1858.0,0.001149247,1.062135,0.1312462
1859.0,0.001709353,1.063519,0.1296998
1860.0,0.002145883,1.066913,0.1195397
1861.0,0.002435183,1.070347,0.1010962
1862.0,0.0025618,1.073975,0.07543852
1863.0,0.002513927,1.076015,0.04344003
1864.0,0.002289018,1.077523,0.007989951
1865.0,0.001896737,1.077192,-0.02780099
1866.0,0.001361237,1.074898,-0.06128059
1867.0,0.0007228449,1.070482,-0.08983555
1868.0,3.232566e-05,1.065852,-0.1119448
1869.0,-0.0006547278,1.06292,-0.1262422
1870.0,-0.001286743,1.062163,-0.1316205
1871.0,-0.001821206,1.064182,-0.1281346
1872.0,-0.002225687,1.067692,-0.1160019
1873.0,-0.002478847,1.07128,-0.09574023
1874.0,-0.002565771,1.074594,-0.0685187
1875.0,-0.002476863,1.076446,-0.03544453
1876.0,-0.002212157,1.077778,0.0003250378
1877.0,-0.001784241,1.076898,0.03581971
1878.0,-0.00122131,1.073972,0.06831977
1879.0,-0.0005661808,1.069285,0.09552384
1880.0,0.0001280226,1.065031,0.115975
1881.0,0.0008068752,1.062656,0.1282954
1882.0,0.001420152,1.062412,0.1315963
1883.0,0.001927454,1.065025,0.1261214
1884.0,0.002298491,1.068413,0.1120555
1885.0,0.002514801,1.072006,0.09010243
1886.0,0.002561659,1.075012,0.06130522
1887.0,0.002431626,1.076826,0.0273309
1888.0,0.002127694,1.077985,-0.008606186
1889.0,0.001665523,1.076564,-0.04367629
1890.0,0.00107726,1.07293,-0.07511909
1891.0,0.0004084701,1.068026,-0.1008768
1892.0,-0.0002874606,1.064289,-0.1196526
1893.0,-0.0009561904,1.062456,-0.1299691
1894.0,-0.001548382,1.062873,-0.1311221
1895.0,-0.002026458,1.065883,-0.1236419
1896.0,-0.002363172,1.069216,-0.1076735
1897.0,-0.002541791,1.072786,-0.08414436
1898.0,-0.00254871,1.075358,-0.05391608
1899.0,-0.002378243,1.077207,-0.01917002
1900.0,-0.002035913,1.077843,0.01683511
1901.0,-0.001540978,1.07601,0.05137397
1902.0,-0.0009294127,1.071888,0.08164758
1903.0,-0.0002493851,1.066932,0.1058641
1904.0,0.0004450818,1.063604,0.1227651
1905.0,0.001099626,1.062231,0.1309645
1906.0,0.001668224,1.063332,0.1301431
1907.0,0.002115773,1.066669,0.1206873
1908.0,0.0024177,1.070027,0.1029117
1909.0,0.002558237,1.073649,0.07780223
1910.0,0.00252464,1.075843,0.04616962
1911.0,0.002313547,1.07745,0.01087104
1912.0,0.001933895,1.07735,-0.02497738
1913.0,0.001408605,1.075205,-0.05873529
1914.0,0.0007769164,1.070882,-0.0877531
1915.0,8.877929e-05,1.066134,-0.1104141
1916.0,-0.0006006607,1.063051,-0.125409
1917.0,-0.001238947,1.062102,-0.1315489
1918.0,-0.001782685,1.063913,-0.1287363
1919.0,-0.002198652,1.067394,-0.1173043
1920.0,-0.002464689,1.070957,-0.09767711
1921.0,-0.002565713,1.07443,-0.0710047
1922.0,-0.00249137,1.076342,-0.03829673
1923.0,-0.002240718,1.077709,-0.002618082
1924.0,-0.001825284,1.076982,0.03299525
1925.0,-0.001271875,1.074299,0.06585306
1926.0,-0.0006223775,1.069709,0.09353315
1927.0,7.068966e-05,1.065328,0.1145707
1928.0,0.0007526291,1.06273,0.1276149
1929.0,0.001372858,1.06229,0.1316526
1930.0,0.001889939,1.06471,0.1268636
1931.0,0.002272758,1.068171,0.1134495
1932.0,0.002502065,1.071734,0.09210422
1933.0,0.002563199,1.074825,0.0638892
1934.0,0.002447876,1.07665,0.03022825
1935.0,0.002157873,1.077958,-0.005676853
1936.0,0.001707549,1.076745,-0.04093999
1937.0,0.001127859,1.073312,-0.07275667
1938.0,0.0004636954,1.068433,-0.09902153
1939.0,-0.0002319075,1.064487,-0.1184184
1940.0,-0.0009044815,1.06253,-0.1294359
1941.0,-0.001504243,1.06272,-0.1313212
1942.0,-0.001992667,1.065597,-0.124559
1943.0,-0.002341617,1.068841,-0.1092912
1944.0,-0.002533741,1.072384,-0.08631163
1945.0,-0.00255482,1.075185,-0.05656743
1946.0,-0.002398536,1.077127,-0.02205239
1947.0,-0.002069532,1.077984,0.0139441
1948.0,-0.001585878,1.076202,0.04868702
1949.0,-0.0009822287,1.072158,0.07937995
1950.0,-0.000305883,1.067226,0.1041466
1951.0,0.0003892399,1.06382,0.1216777
1952.0,0.001048916,1.062329,0.1306176
1953.0,0.001625954,1.063173,0.1305213
1954.0,0.002084495,1.066398,0.121777
1955.0,0.002398855,1.069759,0.1046285
1956.0,0.002552882,1.073362,0.08006147
1957.0,0.002533511,1.075657,0.04889306
1958.0,0.002336668,1.077292,0.01380014
1959.0,0.001970117,1.077473,-0.02211405
1960.0,0.001455407,1.075497,-0.05615639
1961.0,0.000830671,1.071295,-0.08562711
1962.0,0.0001452781,1.066422,-0.1088193
1963.0,-0.0005462492,1.063207,-0.1245145
1964.0,-0.001190515,1.062061,-0.1314014
1965.0,-0.001743174,1.063655,-0.1292645
1966.0,-0.002170303,1.067112,-0.1185285
1967.0,-0.002448969,1.070635,-0.09953331
1968.0,-0.002563839,1.074221,-0.07340686
1969.0,-0.002503857,1.076149,-0.04109243
1970.0,-0.002267225,1.077576,-0.005534704
1971.0,-0.001864348,1.077077,0.03018385
1972.0,-0.00132058,1.07464,0.06338805
1973.0,-0.0006769251,1.070139,0.0915352
1974.0,1.48562e-05,1.065612,0.1131544
1975.0,0.0006996159,1.062805,0.126884
1976.0,0.001326309,1.062208,0.1316415
1977.0,0.001852776,1.064447,0.1275441
1978.0,0.002247233,1.067931,0.114818
1979.0,0.002489424,1.071463,0.09406765
1980.0,0.002564549,1.074664,0.06639506
1981.0,0.00246344,1.076539,0.03301973
1982.0,0.002186926,1.07788,-0.002822336
1983.0,0.001748501,1.076859,-0.03821249
1984.0,0.001177717,1.073677,-0.07038505
1985.0,0.0005183091,1.06888,-0.0971649
1986.0,-0.0001766177,1.064769,-0.1171309
1987.0,-0.0008525854,1.062593,-0.1288339
1988.0,-0.001459569,1.062564,-0.1314718
1989.0,-0.00195812,1.065305,-0.1254116
1990.0,-0.002318975,1.0686,-0.1108064
1991.0,-0.002524159,1.072176,-0.08836375
1992.0,-0.002559012,1.075136,-0.05910599
1993.0,-0.0024167,1.076986,-0.02487705
1994.0,-0.002101062,1.078003,0.01109089
1995.0,-0.001628833,1.076389,0.04601269
1996.0,-0.001033309,1.072569,0.07712052
1997.0,-0.0003608757,1.067664,0.1024153
1998.0,0.0003347371,1.064092,0.120601
1999.0,0.0009993452,1.062415,0.1302835
2000.0,0.001584607,1.063037,0.1308683
2001.0,0.002053781,1.066146,0.1228122
2002.0,0.002380247,1.06952,0.1062825
2003.0,0.002547517,1.073065,0.08227501
2004.0,0.002542247,1.075475,0.0515927
2005.0,0.002359411,1.077241,0.01666648
2006.0,0.002005664,1.077708,-0.01929864
2007.0,0.001501417,1.075825,-0.05360919
2008.0,0.0008836485,1.071635,-0.08350954
2009.0,0.000201074,1.066681,-0.1072505
2010.0,-0.0004922798,1.063412,-0.1236161
2011.0,-0.001142213,1.062151,-0.1312151
2012.0,-0.001703562,1.063495,-0.1297692
2013.0,-0.002141682,1.066877,-0.1197094
2014.0,-0.002432816,1.070294,-0.1013658
2015.0,-0.002561477,1.073926,-0.07578891
2016.0,-0.002515702,1.075992,-0.04384204
2017.0,-0.002292814,1.077517,-0.008411461
2018.0,-0.001902367,1.077218,0.02739074
2019.0,-0.001368309,1.07495,0.06091576
2020.0,-0.0007308527,1.070543,0.08953911
2021.0,-4.062043e-05,1.065891,0.1117272
2022.0,0.0006467978,1.062939,0.1261243
2023.0,0.001279741,1.06216,0.1316161
2024.0,0.001815605,1.064147,0.1282335
2025.0,0.002221826,1.06765,0.1162052
2026.0,0.002476908,1.071233,0.09603412
2027.0,0.002565908,1.07458,0.06889179
2028.0,0.002479141,1.076439,0.03587169
2029.0,0.002216502,1.077772,0.000113639
2030.0,0.001790405,1.076911,-0.03540192
2031.0,0.001228837,1.074023,-0.06795798
2032.0,0.0005744933,1.069353,-0.09523307
2033.0,-0.0001195727,1.06508,-0.1157714
2034.0,-0.0007989101,1.062669,-0.1282014
2035.0,-0.00141325,1.062388,-0.1316136
2036.0,-0.00192203,1.064978,-0.1262381
2037.0,-0.002294813,1.068383,-0.1122648
2038.0,-0.002513054,1.071969,-0.09040285
2039.0,-0.002562042,1.074976,-0.06169216
2040.0,-0.002434203,1.076794,-0.02776332
2041.0,-0.002132338,1.077993,0.008173043
2042.0,-0.001671915,1.076598,0.04327187
2043.0,-0.001084917,1.072985,0.07477036
2044.0,-0.0004167965,1.068077,0.100602
2045.0,0.0002791292,1.064312,0.1194759
2046.0,0.0009485047,1.062465,0.129902
2047.0,0.001541881,1.062853,0.1311606
2048.0,0.002021507,1.065846,0.1237808
2049.0,0.002360018,1.069161,0.1079142
2050.0,0.002540634,1.072722,0.08447202
2051.0,0.002549693,1.075326,0.05432257
2052.0,0.002381381,1.077198,0.01960791
2053.0,0.002041044,1.077865,-0.0164023
2054.0,0.001547744,1.076037,-0.05097895
2055.0,0.000937281,1.071927,-0.08131651
2056.0,0.0002577178,1.066973,-0.1056174
2057.0,-0.0004368956,1.063635,-0.1226081
2058.0,-0.001092188,1.062242,-0.130913
2059.0,-0.001662018,1.063298,-0.1302033
2060.0,-0.002111207,1.066625,-0.1208549
2061.0,-0.002415005,1.069981,-0.1031735
2062.0,-0.002557579,1.073605,-0.07814137
2063.0,-0.002526122,1.075818,-0.04657774
2064.0,-0.002317177,1.077426,-0.01131178
2065.0,-0.001939487,1.077368,0.02455017
2066.0,-0.001415764,1.075245,0.05835292
2067.0,-0.0007851074,1.070935,0.08743681
2068.0,-9.737801e-05,1.066173,0.1101771
2069.0,0.0005923978,1.063075,0.1252784
2070.0,0.001231634,1.062093,0.1315347
2071.0,0.001776765,1.063873,0.1288234
2072.0,0.002194429,1.067353,0.1174921
2073.0,0.002462369,1.070912,0.09796113
2074.0,0.002565477,1.074405,0.07137088
2075.0,0.002493293,1.076319,0.03871974
2076.0,0.002244742,1.077691,0.003057752
2077.0,0.001831189,1.07699,-0.03257065
2078.0,0.001279224,1.074348,-0.06548072
2079.0,0.0006305814,1.06978,-0.09323373
2080.0,-6.232435e-05,1.06538,-0.1143631
2081.0,-0.0007447297,1.062743,-0.1275137
2082.0,-0.00136596,1.062272,-0.1316565
2083.0,-0.001884448,1.064658,-0.1269682
2084.0,-0.002268997,1.068124,-0.1136554
2085.0,-0.002500232,1.07169,-0.09240131
2086.0,-0.002563487,1.074804,-0.06426999
2087.0,-0.002450329,1.076637,-0.03065114
2088.0,-0.002162364,1.077951,0.005247661
2089.0,-0.001713806,1.076768,0.04053274
2090.0,-0.001135455,1.073369,0.07240158
2091.0,-0.0004720229,1.068497,0.09874021
2092.0,0.0002234664,1.06452,0.1182245
2093.0,0.0008965667,1.06254,0.1293472
2094.0,0.00149747,1.062704,0.1313492
2095.0,0.001987464,1.065558,0.1246939
2096.0,0.002338236,1.0688,0.1095252
2097.0,0.002532336,1.072342,0.08662593
2098.0,0.002555481,1.075171,0.05695423
2099.0,0.002401278,1.077104,0.02247811
2100.0,0.00207425,1.077992,-0.01351703
2101.0,0.001592282,1.076229,-0.04828539
2102.0,0.0009898372,1.07222,-0.07903956
2103.0,0.000314066,1.067298,-0.1038871
2104.0,-0.0003811305,1.063867,-0.1215153
2105.0,-0.001041555,1.062341,-0.1305658
2106.0,-0.00161982,1.063146,-0.1305735
2107.0,-0.00207996,1.066359,-0.1219337
2108.0,-0.002396135,1.069725,-0.104876
2109.0,-0.002552139,1.073324,-0.08038998
2110.0,-0.00253486,1.07563,-0.0492914
2111.0,-0.002340098,1.077282,-0.01422524
2112.0,-0.001975463,1.07751,0.02169489
2113.0,-0.001462328,1.075549,0.05577648
2114.0,-0.0008386449,1.071348,0.08531145
2115.0,-0.0001536967,1.066455,0.1085812
2116.0,0.0005381022,1.063232,0.1243766
2117.0,0.001183232,1.062071,0.1313743
2118.0,0.001737222,1.063631,0.1293422
2119.0,0.002166028,1.067071,0.1187101
2120.0,0.002446565,1.070582,0.09980586
2121.0,0.002563454,1.074186,0.07375654
2122.0,0.002505547,1.076127,0.04149878
2123.0,0.002270952,1.077563,0.005962585
2124.0,0.001869925,1.077091,-0.02976815
2125.0,0.001327589,1.074684,-0.06302296
2126.0,0.000684825,1.070204,-0.09124276
2127.0,-6.780079e-06,1.065661,-0.1129495
2128.0,-0.0006919425,1.062825,-0.1267742
2129.0,-0.001319527,1.062192,-0.1316327
2130.0,-0.001847332,1.064396,-0.1276413
2131.0,-0.002243502,1.067891,-0.115021
2132.0,-0.002487595,1.071439,-0.09435588
2133.0,-0.002564777,1.074655,-0.06676164
2134.0,-0.002465783,1.076524,-0.03343487
2135.0,-0.002191298,1.077863,0.002396552
2136.0,-0.001754671,1.076871,0.03780527
2137.0,-0.001185227,1.073733,0.07003279
2138.0,-0.0005265417,1.068951,0.0968849
2139.0,0.0001682541,1.064814,0.1169332
2140.0,0.0008447289,1.062607,0.1287426
2141.0,0.001452811,1.06254,0.1314951
2142.0,0.001952888,1.065258,0.1255376
2143.0,0.002315515,1.068566,0.111028
2144.0,0.002522625,1.072151,0.08866675
2145.0,0.002559514,1.075129,0.05948161
2146.0,0.002419263,1.076963,0.02529482
2147.0,0.002105603,1.077996,-0.01066662
2148.0,0.001635086,1.076419,-0.04561104
2149.0,0.001040796,1.072639,-0.07677871
2150.0,0.0003689623,1.067734,-0.1021555
2151.0,-0.0003267298,1.064131,-0.1204435
2152.0,-0.0009920586,1.062422,-0.1302334
2153.0,-0.001578498,1.063007,-0.130911
2154.0,-0.002049178,1.066101,-0.1229533
2155.0,-0.002377382,1.069472,-0.1065198
2156.0,-0.0025466,1.073021,-0.08259665
2157.0,-0.002543438,1.075457,-0.05199283
2158.0,-0.002362729,1.077238,-0.01709316
2159.0,-0.002010918,1.07774,0.01888181
2160.0,-0.001508239,1.075865,0.05323234
2161.0,-0.0008915245,1.071679,0.08319276
2162.0,-0.000209405,1.06672,0.1070121
2163.0,0.0004841491,1.063445,0.1234742
2164.0,0.001134899,1.062167,0.1311782
2165.0,0.001697526,1.063473,0.1298389
2166.0,0.00213729,1.066845,0.1198824
2167.0,0.002430294,1.070244,0.1016366
2168.0,0.002560993,1.073876,0.07613781
2169.0,0.002517275,1.075975,0.04423915
2170.0,0.002296357,1.077518,0.008828408
2171.0,0.00190773,1.077241,-0.02697818
2172.0,0.00137516,1.074993,-0.06054177
2173.0,0.0007386785,1.070602,-0.08923693
2174.0,4.875837e-05,1.065938,-0.1115116
2175.0,-0.0006390416,1.062963,-0.1260086
2176.0,-0.001272893,1.062153,-0.1316065
2177.0,-0.001810086,1.064108,-0.1283192
2178.0,-0.002217967,1.067604,-0.1163959
2179.0,-0.00247493,1.071183,-0.09631947
2180.0,-0.002566007,1.074563,-0.06925829
2181.0,-0.002481397,1.07643,-0.03629247
2182.0,-0.002220831,1.077768,-0.0005438765
2183.0,-0.00179654,1.076929,0.03499378
2184.0,-0.00123633,1.074075,0.0676027
2185.0,-0.0005828015,1.069412,0.09494123
2186.0,0.0001110703,1.065118,0.115561
2187.0,0.0007908404,1.06268,0.1280992
2188.0,0.001406226,1.062374,0.1316264
2189.0,0.0019165,1.064939,0.1263553
2190.0,0.002291054,1.068356,0.1124732
2191.0,0.002511214,1.071928,0.09069849
2192.0,0.002562281,1.074943,0.06207152
2193.0,0.002436581,1.076764,0.02819009
2194.0,0.002136748,1.077995,-0.007742578
2195.0,0.001678047,1.076627,-0.04287084
2196.0,0.001092277,1.073043,-0.07442711
2197.0,0.0004247966,1.068138,-0.1003359
2198.0,-0.0002711353,1.064341,-0.1193051
2199.0,-0.0009411082,1.062477,-0.1298314
2200.0,-0.001535583,1.062831,-0.1311906
2201.0,-0.00201668,1.065804,-0.1239113
2202.0,-0.002356945,1.069103,-0.1081502
2203.0,-0.002539539,1.072661,-0.08479166
2204.0,-0.002550707,1.075295,-0.05471657
2205.0,-0.002384509,1.077194,-0.02003233
2206.0,-0.002046136,1.077893,0.01597839
2207.0,-0.001554473,1.076068,0.05059074
2208.0,-0.0009451383,1.071959,0.08098879
