time1,cm,cd,cl
605.0,-0.00214804,1.077953,0.006598849
606.0,-0.001694051,1.076682,0.04180271
607.0,-0.001111689,1.073182,0.07350143
608.0,-0.0004461361,1.068277,0.09959622
609.0,0.0002495184,1.064393,0.1187962
610.0,0.0009208353,1.06249,0.1295926
611.0,0.001518141,1.062759,0.1312417
612.0,0.002003215,1.065683,0.1242498
613.0,0.002348223,1.068935,0.1087614
614.0,0.002536028,1.072474,0.08561273
615.0,0.002552613,1.07521,0.05572105
616.0,0.002391841,1.077152,0.02113246
617.0,0.002058641,1.077927,-0.01485858
618.0,0.001571447,1.076115,-0.04953855
619.0,0.0009652993,1.072035,-0.08009778
620.0,0.0002877545,1.067097,-0.1046993
621.0,-0.0004071868,1.063728,-0.1220238
622.0,-0.001065169,1.062283,-0.1307162
623.0,-0.001639418,1.063203,-0.1303865
624.0,-0.002094357,1.066465,-0.1214137
625.0,-0.00240469,1.069819,-0.1040711
626.0,-0.002554398,1.073433,-0.07933078
627.0,-0.002530499,1.075699,-0.0480181
628.0,-0.002329171,1.07731,-0.01286938
629.0,-0.0019585,1.077407,0.02302809
630.0,-0.001440425,1.075384,0.05698263
631.0,-0.0008134777,1.07115,0.08630627
632.0,-0.0001272388,1.066322,0.1093224
633.0,0.0005635743,1.063147,0.1247899
634.0,0.001205896,1.062053,0.1314415
635.0,0.001755682,1.063719,0.129089
636.0,0.002179213,1.067191,0.1181286
637.0,0.00245382,1.070731,0.09893218
638.0,0.002564245,1.074284,0.0726324
639.0,0.002499653,1.076203,0.04019151
640.0,0.002258513,1.077604,0.004594257
641.0,0.001851621,1.077022,-0.03108298
642.0,0.001304805,1.074517,-0.06417234
643.0,0.0006592938,1.070001,-0.09217006
644.0,-3.287563e-05,1.065527,-0.1136067
645.0,-0.0007167209,1.062776,-0.127117
646.0,-0.001341329,1.062217,-0.1316399
647.0,-0.001864722,1.064508,-0.1273117
648.0,-0.002255348,1.067981,-0.1143612
649.0,-0.002493351,1.071521,-0.09343042
650.0,-0.002564012,1.074695,-0.06559012
651.0,-0.00245836,1.076571,-0.03211736
652.0,-0.002177489,1.077903,0.003750474
653.0,-0.001735194,1.076821,0.03910012
654.0,-0.001161546,1.073552,0.07114996
655.0,-0.0005006667,1.068724,0.09775734
656.0,0.0001944122,1.064657,0.1175381
657.0,0.0008692336,1.062564,0.1290198
658.0,0.001473878,1.062615,0.1314183
659.0,0.001969167,1.065402,0.1251326
660.0,0.002326168,1.068666,0.1103119
661.0,0.002527104,1.072217,0.08769164
662.0,0.002557447,1.075134,0.05827625
663.0,0.002410557,1.077034,0.0239529
664.0,0.002090546,1.078008,-0.01202298
665.0,0.001614601,1.076317,-0.04688084
666.0,0.001016459,1.072417,-0.07785256
667.0,0.0003427632,1.067516,-0.1029785
668.0,-0.0003526661,1.064004,-0.1209457
669.0,-0.001015648,1.062383,-0.1303847
670.0,-0.001598197,1.063079,-0.1307507
671.0,-0.002063882,1.066231,-0.1224688
672.0,-0.002386372,1.069601,-0.1057362
673.0,-0.002549315,1.073147,-0.08155046
674.0,-0.00253943,1.075508,-0.05070184
675.0,-0.002351966,1.077244,-0.01571587
676.0,-0.001993969,1.077637,0.0202311
677.0,-0.001486266,1.075728,0.05445079
678.0,-0.000866226,1.071525,0.08420516
679.0,-0.0001827945,1.066579,0.1077561
680.0,0.000509928,1.063323,0.1239037
681.0,0.001157995,1.06211,0.1312762
682.0,0.001716513,1.063542,0.1296037
683.0,0.002151033,1.066953,0.1193195
684.0,0.00243804,1.070409,0.1007535
685.0,0.00256211,1.07403,0.07499514
686.0,0.002511631,1.076038,0.04293468
687.0,0.002284223,1.077526,0.007463049
688.0,0.001889686,1.077159,-0.02831209
689.0,0.001352415,1.074838,-0.06173643
690.0,0.0007128835,1.070408,-0.09020316
691.0,2.206272e-05,1.065799,-0.1122067
692.0,-0.0006644696,1.062889,-0.1263774
693.0,-0.001295283,1.062161,-0.1316157
694.0,-0.001827967,1.064233,-0.1280002
695.0,-0.002230263,1.06775,-0.1157428
696.0,-0.002481056,1.071334,-0.09537508
697.0,-0.002565439,1.074603,-0.06805795
698.0,-0.002473886,1.076454,-0.03491323
699.0,-0.002206589,1.07779,0.000874626
700.0,-0.001776362,1.076888,0.03634462
701.0,-0.001211713,1.073911,0.06877012
702.0,-0.0005556293,1.069199,0.09588112
703.0,0.0001387025,1.064973,0.1162259
704.0,0.0008169124,1.062641,0.1284108
705.0,0.001428808,1.062443,0.1315664
706.0,0.001934194,1.065083,0.1259645
707.0,0.002302999,1.06845,0.111783
708.0,0.002516872,1.072051,0.08972098
709.0,0.002561082,1.075051,0.06081973
710.0,0.002428333,1.076861,0.02678867
711.0,0.00212182,1.077979,-0.009153259
712.0,0.001657451,1.076525,-0.04418746
713.0,0.001067609,1.07286,-0.0755571
714.0,0.0003980217,1.067954,-0.1012148
715.0,-0.0002978502,1.064251,-0.1198636
716.0,-0.0009657069,1.062443,-0.1300433
717.0,-0.001556393,1.062901,-0.131067
718.0,-0.002032514,1.065937,-0.1234598
719.0,-0.002366963,1.069287,-0.1073665
720.0,-0.002543084,1.072855,-0.08373363
721.0,-0.002547334,1.075389,-0.05340755
722.0,-0.002374156,1.077214,-0.01861927
723.0,-0.002029308,1.077814,0.0173788
724.0,-0.001532316,1.075971,0.05186708
725.0,-0.0009193821,1.071833,0.08205784
726.0,-0.0002387892,1.066877,0.1061703
727.0,0.0004554672,1.063565,0.1229595
728.0,0.001109038,1.062215,0.1310258
729.0,0.001676059,1.063367,0.1300627
730.0,0.002121526,1.066716,0.1204717
731.0,0.002421067,1.070085,0.1025727
732.0,0.002558992,1.073708,0.07736191
733.0,0.002522701,1.075884,0.04565457
734.0,0.002308976,1.077476,0.01032424
735.0,0.001926939,1.077319,-0.02550902
736.0,0.00139972,1.075146,-0.05921645
737.0,0.0007667424,1.070807,-0.08815206
738.0,7.810302e-05,1.066087,-0.1107105
739.0,-0.0006109103,1.063032,-0.1255692
740.0,-0.001248006,1.062118,-0.1315637
741.0,-0.00179,1.063966,-0.1286263
742.0,-0.002203838,1.067445,-0.1170677
743.0,-0.002467484,1.071013,-0.09732032
744.0,-0.002565885,1.074465,-0.07054575
745.0,-0.002488825,1.076373,-0.03776603
746.0,-0.002235523,1.077731,-0.002065571
747.0,-0.001817703,1.076968,0.03353063
748.0,-0.001262456,1.074235,0.06632119
749.0,-0.0006118736,1.069628,0.09390891
750.0,8.140396e-05,1.065269,0.114834
751.0,0.0007627594,1.062715,0.1277445
752.0,0.001381709,1.062311,0.1316481
753.0,0.001897003,1.064776,0.1267331
754.0,0.002277647,1.068231,0.113193
755.0,0.002504532,1.071791,0.09173097
756.0,0.002562992,1.07485,0.06340887
757.0,0.002444936,1.076667,0.02969344
758.0,0.002152354,1.077969,-0.006220024
759.0,0.001699807,1.076719,-0.04145306
760.0,0.001118456,1.073246,-0.07320387
761.0,0.0004533921,1.068351,-0.09937305
762.0,-0.0002423265,1.064442,-0.1186566
763.0,-0.0009142312,1.062516,-0.1295443
764.0,-0.001512599,1.062751,-0.1312899
765.0,-0.001999106,1.065657,-0.1243944
766.0,-0.002345795,1.068902,-0.108998
767.0,-0.002535427,1.072444,-0.08591557
768.0,-0.002553882,1.075209,-0.05607931
769.0,-0.002394954,1.077155,-0.02151718
770.0,-0.002063468,1.077963,0.01447766
771.0,-0.001577715,1.076162,0.04918636
772.0,-0.0009725715,1.072088,0.07980321
773.0,-0.0002954867,1.067149,0.1044753
774.0,0.0003995828,1.063767,0.1218884
775.0,0.001058339,1.062309,0.1306867
776.0,0.001633822,1.063201,0.1304556
777.0,0.002090323,1.066447,0.1215781
778.0,0.002402381,1.069804,0.1043162
779.0,0.002553923,1.07341,0.07964794
780.0,0.002531934,1.075688,0.0483931
781.0,0.002332488,1.077306,0.01326611
782.0,0.001963537,1.077438,-0.0226411
783.0,0.00144685,1.075439,-0.05663568
784.0,0.0008207886,1.071222,-0.08602442
785.0,0.000134852,1.066373,-0.109117
786.0,-0.0005563125,1.063176,-0.1246824
787.0,-0.001199492,1.062059,-0.1314332
788.0,-0.001750512,1.063696,-0.1291707
789.0,-0.002175586,1.067164,-0.1183063
790.0,-0.002451938,1.070697,-0.0991956
791.0,-0.002564274,1.074262,-0.07296839
792.0,-0.002501657,1.076184,-0.04057918
793.0,-0.002262432,1.077599,-0.004995734
794.0,-0.001857231,1.077054,0.03070145
795.0,-0.001311689,1.074577,0.06384118
796.0,-0.0006669339,1.070064,0.09190247
797.0,2.509113e-05,1.065564,0.1134173
798.0,0.0007093552,1.062791,0.1270234
799.0,0.001334897,1.06222,0.131649
800.0,0.001859646,1.064491,0.1274193

