Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r) 
1.000000e+00	2.626477e-08	2.082477e+01	1.105422e-05	5.553374e-06	5.500845e-06
2.000000e+00	-8.926510e-09	1.435189e+01	-1.821328e-06	-9.195906e-07	-9.017376e-07
3.000000e+00	-1.190414e-07	-1.013531e+00	-1.065974e-05	-5.448913e-06	-5.210830e-06
4.000000e+00	-1.402592e-07	-8.905827e+00	-7.643219e-06	-3.961868e-06	-3.681350e-06
5.000000e+00	-9.234922e-08	-5.480490e+00	7.352094e-06	3.583698e-06	3.768396e-06
6.000000e+00	-5.040176e-08	2.113694e+00	8.052874e-06	3.976035e-06	4.076839e-06
7.000000e+00	-5.360188e-08	6.044945e+00	2.789290e-06	1.341043e-06	1.448247e-06
8.000000e+00	-3.640132e-08	4.336373e+00	-5.657036e-06	-2.864919e-06	-2.792117e-06
9.000000e+00	-1.365549e-09	4.499539e-01	-2.598061e-06	-1.300396e-06	-1.297665e-06
1.000000e+01	1.559883e-08	-1.663912e+00	2.442356e-06	1.236777e-06	1.205579e-06
1.100000e+01	-1.170016e-08	-9.250983e-01	8.433633e-06	4.205116e-06	4.228516e-06
1.200000e+01	-7.873294e-08	1.056148e+00	1.865829e-06	8.541818e-07	1.011648e-06
1.300000e+01	-1.250168e-07	2.277508e+00	-3.835976e-06	-2.043005e-06	-1.792971e-06
1.400000e+01	-1.235706e-07	2.060526e+00	-7.492537e-06	-3.869839e-06	-3.622698e-06
1.500000e+01	-6.341180e-08	1.091055e+00	-1.178850e-06	-6.528367e-07	-5.260131e-07
1.600000e+01	2.525789e-08	4.111828e-01	5.035857e-06	2.543186e-06	2.492671e-06
1.700000e+01	8.850162e-08	4.827913e-01	7.631361e-06	3.904182e-06	3.727179e-06
1.800000e+01	7.792464e-08	1.013193e+00	2.455230e-06	1.305539e-06	1.149690e-06
1.900000e+01	-5.656305e-09	1.441263e+00	-3.160853e-06	-1.586083e-06	-1.574770e-06
2.000000e+01	-6.995335e-08	1.470899e+00	-4.426280e-06	-2.283094e-06	-2.143187e-06
2.100000e+01	-7.622880e-08	1.217130e+00	-1.073331e-06	-6.128942e-07	-4.604366e-07
2.200000e+01	-4.054493e-08	9.835619e-01	2.169073e-06	1.043991e-06	1.125081e-06
2.300000e+01	-6.339194e-10	9.585920e-01	3.513706e-06	1.756219e-06	1.757487e-06
2.400000e+01	1.862241e-08	1.098592e+00	1.705313e-06	8.712788e-07	8.340340e-07
2.500000e+01	5.720684e-09	1.237727e+00	-7.081560e-07	-3.483573e-07	-3.597987e-07
2.600000e+01	-1.837369e-08	1.262759e+00	-1.563792e-06	-8.002696e-07	-7.635222e-07
2.700000e+01	-3.269740e-08	1.187713e+00	-6.450228e-07	-3.552088e-07	-2.898140e-07
2.800000e+01	-2.847959e-08	1.102903e+00	9.396028e-07	4.413218e-07	4.982810e-07
2.900000e+01	-1.387178e-08	1.076022e+00	1.492446e-06	7.323511e-07	7.600947e-07
3.000000e+01	-3.941346e-09	1.104745e+00	8.898956e-07	4.410064e-07	4.488891e-07
3.100000e+01	-4.006851e-09	1.141261e+00	1.581264e-08	3.899472e-09	1.191317e-08
3.200000e+01	-1.018427e-08	1.146943e+00	-4.198025e-07	-2.200855e-07	-1.997170e-07
3.300000e+01	-1.497897e-08	1.121116e+00	-2.716755e-07	-1.508167e-07	-1.208588e-07
3.400000e+01	-1.510513e-08	1.088985e+00	2.204024e-07	9.509606e-08	1.253063e-07
3.500000e+01	-1.200984e-08	1.072695e+00	2.105305e-07	9.325543e-08	1.172751e-07
3.600000e+01	-9.765943e-09	1.074006e+00	8.091232e-08	3.069022e-08	5.022210e-08
3.700000e+01	-7.839698e-09	1.080050e+00	7.438363e-08	2.935212e-08	4.503152e-08
3.800000e+01	-7.173783e-09	1.078984e+00	-1.442244e-07	-7.928598e-08	-6.493841e-08
3.900000e+01	-8.184193e-09	1.069007e+00	-2.400306e-07	-1.281995e-07	-1.118311e-07
4.000000e+01	-8.926793e-09	1.056497e+00	-2.560922e-07	-1.369729e-07	-1.191193e-07
4.100000e+01	-9.492391e-09	1.047856e+00	-3.167594e-07	-1.678721e-07	-1.488873e-07
4.200000e+01	-9.368756e-09	1.044265e+00	-2.746684e-07	-1.467030e-07	-1.279654e-07
4.300000e+01	-8.261198e-09	1.042659e+00	-2.635370e-07	-1.400297e-07	-1.235073e-07
4.400000e+01	-7.914994e-09	1.039797e+00	-3.600578e-07	-1.879439e-07	-1.721139e-07
4.500000e+01	-1.016657e-08	1.034729e+00	-3.976581e-07	-2.089956e-07	-1.886625e-07
4.600000e+01	-1.243257e-08	1.028682e+00	-3.521507e-07	-1.885079e-07	-1.636428e-07
4.700000e+01	-1.266387e-08	1.023331e+00	-2.757622e-07	-1.505450e-07	-1.252172e-07
4.800000e+01	-1.074628e-08	1.019231e+00	-2.359888e-07	-1.287407e-07	-1.072481e-07
4.900000e+01	-8.104777e-09	1.015878e+00	-2.911847e-07	-1.536971e-07	-1.374876e-07
5.000000e+01	-6.628201e-09	1.012463e+00	-3.714699e-07	-1.923631e-07	-1.791067e-07
5.100000e+01	-7.400233e-09	1.008527e+00	-4.350251e-07	-2.249128e-07	-2.101123e-07
5.200000e+01	-9.869889e-09	1.004242e+00	-4.883815e-07	-2.540606e-07	-2.343208e-07
5.300000e+01	-1.322544e-08	1.000115e+00	-6.202552e-07	-3.233530e-07	-2.969022e-07
5.400000e+01	-1.605485e-08	9.963020e-01	-5.907461e-07	-3.114279e-07	-2.793182e-07
5.500000e+01	-1.690828e-08	9.927201e-01	-2.981991e-07	-1.660078e-07	-1.321912e-07
5.600000e+01	-1.607657e-08	9.893238e-01	-4.894444e-08	-4.054879e-08	-8.395649e-09
5.700000e+01	-1.359338e-08	9.859603e-01	4.252099e-08	7.667117e-09	3.485387e-08
5.800000e+01	-1.177726e-08	9.825082e-01	-4.274353e-07	-2.254949e-07	-2.019404e-07
5.900000e+01	-1.109387e-08	9.790096e-01	-4.250365e-07	-2.236121e-07	-2.014244e-07
6.000000e+01	-1.187336e-08	9.756553e-01	-1.764839e-07	-1.001153e-07	-7.636857e-08
6.100000e+01	-1.195817e-08	9.725109e-01	-5.690929e-08	-4.041281e-08	-1.649648e-08
6.200000e+01	-1.161775e-08	9.694950e-01	-3.707508e-08	-3.015529e-08	-6.919789e-09
6.300000e+01	-1.128403e-08	9.665234e-01	-1.691196e-07	-9.584385e-08	-7.327579e-08
6.400000e+01	-1.035578e-08	9.636018e-01	-1.018905e-08	-1.545031e-08	5.261257e-09
6.500000e+01	-8.737363e-09	9.607366e-01	2.213922e-08	2.332246e-09	1.980697e-08
6.600000e+01	-8.131140e-09	9.579400e-01	-7.952515e-08	-4.789372e-08	-3.163143e-08
6.700000e+01	-7.669414e-09	9.552156e-01	-8.632328e-08	-5.083106e-08	-3.549223e-08
6.800000e+01	-5.821693e-09	9.525695e-01	8.649574e-08	3.742617e-08	4.906956e-08
6.900000e+01	-2.734194e-09	9.500452e-01	2.489360e-07	1.217338e-07	1.272022e-07
7.000000e+01	4.828081e-11	9.476362e-01	2.854459e-07	1.427713e-07	1.426747e-07
7.100000e+01	1.790555e-09	9.452819e-01	2.430731e-07	1.233271e-07	1.197460e-07
7.200000e+01	2.791379e-09	9.429523e-01	2.009267e-07	1.032547e-07	9.767196e-08
7.300000e+01	3.742634e-09	9.406785e-01	2.250065e-07	1.162459e-07	1.087606e-07
7.400000e+01	2.545924e-09	9.385035e-01	-5.446135e-07	-2.697608e-07	-2.748527e-07
7.500000e+01	1.761026e-09	9.364190e-01	-3.219424e-07	-1.592102e-07	-1.627322e-07
7.600000e+01	8.229676e-09	9.343712e-01	3.566561e-07	1.865577e-07	1.700984e-07
7.700000e+01	1.637726e-08	9.323461e-01	6.858857e-07	3.593201e-07	3.265656e-07
7.800000e+01	2.031867e-08	9.303669e-01	3.747052e-07	2.076713e-07	1.670339e-07
7.900000e+01	1.893361e-08	9.284770e-01	-1.421246e-07	-5.212869e-08	-8.999592e-08
8.000000e+01	1.566422e-08	9.266659e-01	-4.057248e-07	-1.871982e-07	-2.185266e-07
8.100000e+01	1.418010e-08	9.248876e-01	-3.274215e-07	-1.495306e-07	-1.778908e-07
8.200000e+01	1.526607e-08	9.231251e-01	-1.836526e-07	-7.656023e-08	-1.070924e-07
8.300000e+01	1.700499e-08	9.213927e-01	-2.366402e-07	-1.013151e-07	-1.353251e-07
8.400000e+01	1.729949e-08	9.197206e-01	-4.826151e-07	-2.240081e-07	-2.586070e-07
8.500000e+01	1.571528e-08	9.181229e-01	-7.448045e-07	-3.566870e-07	-3.881175e-07
8.600000e+01	1.327366e-08	9.165734e-01	-8.868207e-07	-4.301367e-07	-4.566840e-07
8.700000e+01	1.107089e-08	9.150474e-01	-9.382552e-07	-4.580567e-07	-4.801985e-07
8.800000e+01	9.302840e-09	9.135549e-01	-1.004560e-06	-4.929771e-07	-5.115828e-07
8.900000e+01	7.560747e-09	9.121099e-01	-1.123985e-06	-5.544316e-07	-5.695531e-07
9.000000e+01	5.481794e-09	9.107170e-01	-1.266181e-06	-6.276088e-07	-6.385724e-07
9.100000e+01	2.956095e-09	9.093763e-01	-1.391408e-06	-6.927480e-07	-6.986602e-07
9.200000e+01	9.828993e-11	9.080657e-01	-1.480434e-06	-7.401188e-07	-7.403154e-07
9.300000e+01	-2.859479e-09	9.067796e-01	-1.535650e-06	-7.706843e-07	-7.649654e-07
9.400000e+01	-5.656596e-09	9.055387e-01	-1.549278e-06	-7.802954e-07	-7.689822e-07
9.500000e+01	-8.256936e-09	9.043414e-01	-1.571417e-06	-7.939654e-07	-7.774515e-07
9.600000e+01	-1.080611e-08	9.031820e-01	-1.578916e-06	-8.002641e-07	-7.786519e-07
9.700000e+01	-1.329712e-08	9.020549e-01	-1.567548e-06	-7.970713e-07	-7.704771e-07
9.800000e+01	-1.553936e-08	9.009477e-01	-1.480076e-06	-7.555774e-07	-7.244987e-07
9.900000e+01	-1.727541e-08	8.998762e-01	-1.347859e-06	-6.912049e-07	-6.566541e-07
1.000000e+02	-1.855464e-08	8.988495e-01	-1.196332e-06	-6.167206e-07	-5.796113e-07
1.010000e+02	-1.940416e-08	8.978554e-01	-1.025097e-06	-5.319526e-07	-4.931443e-07
1.020000e+02	-1.966482e-08	8.968796e-01	-7.979660e-07	-4.186478e-07	-3.793182e-07
1.030000e+02	-1.915300e-08	8.959316e-01	-5.353556e-07	-2.868308e-07	-2.485248e-07
1.040000e+02	-1.781853e-08	8.950151e-01	-2.282923e-07	-1.319647e-07	-9.632762e-08
1.050000e+02	-1.551019e-08	8.941403e-01	1.269205e-07	4.795006e-08	7.897045e-08
1.060000e+02	-1.211564e-08	8.933013e-01	5.250913e-07	2.504300e-07	2.746613e-07
1.070000e+02	-7.572199e-09	8.924818e-01	9.591835e-07	4.720196e-07	4.871640e-07
1.080000e+02	-1.839686e-09	8.916774e-01	1.424537e-06	7.104287e-07	7.141081e-07
1.090000e+02	5.127486e-09	8.908997e-01	1.916818e-06	9.635363e-07	9.532813e-07
1.100000e+02	1.337049e-08	8.901563e-01	2.433631e-06	1.230186e-06	1.203445e-06
1.110000e+02	2.292039e-08	8.894543e-01	2.970640e-06	1.508240e-06	1.462399e-06
1.120000e+02	3.376498e-08	8.887849e-01	3.516388e-06	1.791959e-06	1.724429e-06
1.130000e+02	4.583756e-08	8.881254e-01	4.060314e-06	2.075995e-06	1.984320e-06
1.140000e+02	5.902000e-08	8.874726e-01	4.588380e-06	2.353210e-06	2.235170e-06
1.150000e+02	7.314783e-08	8.868370e-01	5.086938e-06	2.616617e-06	2.470321e-06
1.160000e+02	8.802969e-08	8.862355e-01	5.541817e-06	2.858938e-06	2.682879e-06
1.170000e+02	1.035432e-07	8.856741e-01	5.944057e-06	3.075572e-06	2.868485e-06
1.180000e+02	1.194357e-07	8.851465e-01	6.281450e-06	3.260161e-06	3.021289e-06
1.190000e+02	1.353628e-07	8.846376e-01	6.534330e-06	3.402528e-06	3.131802e-06
1.200000e+02	1.509005e-07	8.841360e-01	6.682034e-06	3.491918e-06	3.190117e-06
1.210000e+02	1.653051e-07	8.836403e-01	6.602671e-06	3.466640e-06	3.136030e-06
1.220000e+02	1.785383e-07	8.831595e-01	6.515010e-06	3.436043e-06	3.078967e-06
1.230000e+02	1.911140e-07	8.827165e-01	6.347579e-06	3.364903e-06	2.982676e-06
1.240000e+02	2.014786e-07	8.823120e-01	5.969443e-06	3.186200e-06	2.783243e-06
1.250000e+02	2.081859e-07	8.819371e-01	5.332540e-06	2.874456e-06	2.458084e-06
1.260000e+02	2.104734e-07	8.815729e-01	4.464562e-06	2.442754e-06	2.021808e-06
1.270000e+02	2.082598e-07	8.812115e-01	3.434318e-06	1.925419e-06	1.508899e-06
1.280000e+02	2.015581e-07	8.808576e-01	2.255873e-06	1.329495e-06	9.263785e-07
1.290000e+02	1.898946e-07	8.805194e-01	8.739171e-07	6.268531e-07	2.470640e-07
1.300000e+02	1.723128e-07	8.802118e-01	-7.476238e-07	-2.014991e-07	-5.461247e-07
1.310000e+02	1.478635e-07	8.799358e-01	-2.594248e-06	-1.149261e-06	-1.444988e-06
1.320000e+02	1.160148e-07	8.796806e-01	-4.611588e-06	-2.189779e-06	-2.421809e-06
1.330000e+02	7.661202e-08	8.794324e-01	-6.776139e-06	-3.311457e-06	-3.464681e-06
1.340000e+02	2.952569e-08	8.791876e-01	-9.082439e-06	-4.511694e-06	-4.570745e-06
1.350000e+02	-2.518286e-08	8.789517e-01	-1.146969e-05	-5.760028e-06	-5.709663e-06
1.360000e+02	-8.718415e-08	8.787323e-01	-1.388489e-05	-7.029629e-06	-6.855261e-06
1.370000e+02	-1.560591e-07	8.785387e-01	-1.627899e-05	-8.295553e-06	-7.983434e-06
1.380000e+02	-2.314334e-07	8.783685e-01	-1.866296e-05	-9.562914e-06	-9.100047e-06
1.390000e+02	-3.128623e-07	8.782137e-01	-2.096130e-05	-1.079351e-05	-1.016779e-05
1.400000e+02	-3.994120e-07	8.780648e-01	-2.307940e-05	-1.193911e-05	-1.114029e-05
1.410000e+02	-4.898457e-07	8.779186e-01	-2.495172e-05	-1.296571e-05	-1.198602e-05
1.420000e+02	-5.824968e-07	8.777808e-01	-2.647886e-05	-1.382193e-05	-1.265693e-05
1.430000e+02	-6.753426e-07	8.776610e-01	-2.760315e-05	-1.447692e-05	-1.312623e-05
1.440000e+02	-7.663059e-07	8.775649e-01	-2.823024e-05	-1.488142e-05	-1.334881e-05
1.450000e+02	-8.530514e-07	8.774863e-01	-2.831248e-05	-1.500929e-05	-1.330319e-05
1.460000e+02	-9.333347e-07	8.774162e-01	-2.776263e-05	-1.481465e-05	-1.294798e-05
1.470000e+02	-1.004201e-06	8.773504e-01	-2.645984e-05	-1.423412e-05	-1.222572e-05
1.480000e+02	-1.062241e-06	8.772904e-01	-2.434250e-05	-1.323349e-05	-1.110901e-05
1.490000e+02	-1.104161e-06	8.772400e-01	-2.136866e-05	-1.178849e-05	-9.580170e-06
1.500000e+02	-1.126804e-06	8.772050e-01	-1.744092e-05	-9.847262e-06	-7.593654e-06
1.510000e+02	-1.127128e-06	8.771879e-01	-1.267270e-05	-7.463478e-06	-5.209222e-06
1.520000e+02	-1.102627e-06	8.771811e-01	-6.999185e-06	-4.602219e-06	-2.396965e-06
1.530000e+02	-1.049479e-06	8.771840e-01	-3.393332e-07	-1.219145e-06	8.798122e-07
1.540000e+02	-9.640151e-07	8.771945e-01	7.283909e-06	2.677939e-06	4.605969e-06
1.550000e+02	-8.437319e-07	8.772106e-01	1.574214e-05	7.027340e-06	8.714804e-06
1.560000e+02	-6.871369e-07	8.772335e-01	2.489139e-05	1.175856e-05	1.313283e-05
1.570000e+02	-4.934931e-07	8.772689e-01	3.462167e-05	1.681734e-05	1.780433e-05
1.580000e+02	-2.622386e-07	8.773217e-01	4.478016e-05	2.212784e-05	2.265232e-05
1.590000e+02	6.315816e-09	8.773847e-01	5.516423e-05	2.758843e-05	2.757580e-05
1.600000e+02	3.106400e-07	8.774497e-01	6.553571e-05	3.307849e-05	3.245721e-05
1.610000e+02	6.485410e-07	8.775203e-01	7.563945e-05	3.846826e-05	3.717118e-05
1.620000e+02	1.015925e-06	8.775978e-01	8.513459e-05	4.358322e-05	4.155137e-05
1.630000e+02	1.407336e-06	8.776840e-01	9.364802e-05	4.823134e-05	4.541667e-05
1.640000e+02	1.815557e-06	8.777793e-01	1.007357e-04	5.218340e-05	4.855228e-05
1.650000e+02	2.231886e-06	8.778843e-01	1.060534e-04	5.525857e-05	5.079480e-05
1.660000e+02	2.646262e-06	8.779955e-01	1.092171e-04	5.725479e-05	5.196226e-05
1.670000e+02	3.047603e-06	8.781092e-01	1.098523e-04	5.797373e-05	5.187852e-05
1.680000e+02	3.423460e-06	8.782271e-01	1.075650e-04	5.720596e-05	5.035904e-05
1.690000e+02	3.759936e-06	8.783573e-01	1.019578e-04	5.473883e-05	4.721896e-05
1.700000e+02	4.042004e-06	8.784978e-01	9.264707e-05	5.036554e-05	4.228153e-05
1.710000e+02	4.253594e-06	8.786425e-01	7.929489e-05	4.390104e-05	3.539385e-05
1.720000e+02	4.377854e-06	8.787883e-01	6.163726e-05	3.519648e-05	2.644078e-05
1.730000e+02	4.398213e-06	8.789400e-01	3.963054e-05	2.421348e-05	1.541706e-05
1.740000e+02	4.299210e-06	8.790993e-01	1.336272e-05	1.098057e-05	2.382149e-06
1.750000e+02	4.066747e-06	8.792640e-01	-1.708275e-05	-4.474628e-06	-1.260812e-05
1.760000e+02	3.687865e-06	8.794332e-01	-5.156835e-05	-2.209631e-05	-2.947204e-05
1.770000e+02	3.151627e-06	8.796108e-01	-8.968525e-05	-4.169100e-05	-4.799425e-05
1.780000e+02	2.450180e-06	8.797951e-01	-1.308210e-04	-6.296034e-05	-6.786070e-05
1.790000e+02	1.579757e-06	8.799811e-01	-1.741091e-04	-8.547477e-05	-8.863428e-05
1.800000e+02	5.421600e-07	8.801686e-01	-2.183712e-04	-1.086435e-04	-1.097278e-04
1.810000e+02	-6.548201e-07	8.803608e-01	-2.624559e-04	-1.318828e-04	-1.305731e-04
1.820000e+02	-1.997829e-06	8.805586e-01	-3.050511e-04	-1.545234e-04	-1.505277e-04
1.830000e+02	-3.467575e-06	8.807602e-01	-3.446791e-04	-1.758071e-04	-1.688720e-04
1.840000e+02	-5.037484e-06	8.809660e-01	-3.794663e-04	-1.947706e-04	-1.846957e-04
1.850000e+02	-6.672055e-06	8.811811e-01	-4.072696e-04	-2.103068e-04	-1.969627e-04
1.860000e+02	-8.327156e-06	8.814024e-01	-4.260294e-04	-2.213419e-04	-2.046875e-04
1.870000e+02	-9.950148e-06	8.816246e-01	-4.336046e-04	-2.267525e-04	-2.068522e-04
1.880000e+02	-1.148021e-05	8.818490e-01	-4.279126e-04	-2.254365e-04	-2.024761e-04
1.890000e+02	-1.284984e-05	8.820780e-01	-4.069261e-04	-2.163129e-04	-1.906132e-04
1.900000e+02	-1.398624e-05	8.823109e-01	-3.688113e-04	-1.983919e-04	-1.704194e-04
1.910000e+02	-1.481293e-05	8.825460e-01	-3.120287e-04	-1.708273e-04	-1.412014e-04
1.920000e+02	-1.525016e-05	8.827842e-01	-2.353138e-04	-1.329070e-04	-1.024067e-04
1.930000e+02	-1.521706e-05	8.830311e-01	-1.378196e-04	-8.412684e-05	-5.369272e-05
1.940000e+02	-1.463497e-05	8.832849e-01	-1.936576e-05	-2.431785e-05	4.952091e-06
1.950000e+02	-1.343135e-05	8.835410e-01	1.193201e-04	4.622872e-05	7.309143e-05
1.960000e+02	-1.154255e-05	8.837978e-01	2.770678e-04	1.269913e-04	1.500764e-04
1.970000e+02	-8.917121e-06	8.840548e-01	4.517731e-04	2.169694e-04	2.348037e-04
1.980000e+02	-5.521481e-06	8.843130e-01	6.400251e-04	3.144911e-04	3.255340e-04
1.990000e+02	-1.346112e-06	8.845746e-01	8.371943e-04	4.172510e-04	4.199433e-04
2.000000e+02	3.590679e-06	8.848407e-01	1.037460e-03	5.223206e-04	5.151392e-04
2.010000e+02	9.240572e-06	8.851125e-01	1.234293e-03	6.263872e-04	6.079060e-04
2.020000e+02	1.552142e-05	8.853905e-01	1.419943e-03	7.254931e-04	6.944503e-04
2.030000e+02	2.231375e-05	8.856726e-01	1.585726e-03	8.151766e-04	7.705492e-04
2.040000e+02	2.945325e-05	8.859583e-01	1.721296e-03	8.901011e-04	8.311945e-04
2.050000e+02	3.672635e-05	8.862491e-01	1.815102e-03	9.442774e-04	8.708247e-04
2.060000e+02	4.387128e-05	8.865476e-01	1.855660e-03	9.717015e-04	8.839589e-04
2.070000e+02	5.058582e-05	8.868579e-01	1.832434e-03	9.668026e-04	8.656310e-04
2.080000e+02	5.653652e-05	8.871862e-01	1.735659e-03	9.243658e-04	8.112928e-04
2.090000e+02	6.136040e-05	8.875381e-01	1.555704e-03	8.392124e-04	7.164916e-04
2.100000e+02	6.466543e-05	8.879176e-01	1.283531e-03	7.064311e-04	5.771002e-04
2.110000e+02	6.603344e-05	8.883193e-01	9.106004e-04	5.213336e-04	3.892667e-04
2.120000e+02	6.503352e-05	8.887394e-01	4.320148e-04	2.810409e-04	1.509739e-04
2.130000e+02	6.125710e-05	8.891860e-01	-1.503386e-04	-1.391222e-05	-1.364264e-04
2.140000e+02	5.435052e-05	8.896809e-01	-8.296287e-04	-3.604638e-04	-4.691649e-04
2.150000e+02	4.403446e-05	8.902149e-01	-1.594336e-03	-7.531335e-04	-8.412025e-04
2.160000e+02	3.011544e-05	8.907657e-01	-2.427544e-03	-1.183657e-03	-1.243888e-03
2.170000e+02	1.251588e-05	8.913226e-01	-3.307686e-03	-1.641327e-03	-1.666359e-03
2.180000e+02	-8.694686e-06	8.918835e-01	-4.205032e-03	-2.111211e-03	-2.093822e-03
2.190000e+02	-3.327864e-05	8.924404e-01	-5.084673e-03	-2.575615e-03	-2.509058e-03
2.200000e+02	-6.081476e-05	8.929846e-01	-5.906154e-03	-3.013892e-03	-2.892262e-03
2.210000e+02	-9.067963e-05	8.934948e-01	-6.621331e-03	-3.401345e-03	-3.219986e-03
2.220000e+02	-1.220343e-04	8.939699e-01	-7.180926e-03	-3.712497e-03	-3.468428e-03
2.230000e+02	-1.538231e-04	8.944476e-01	-7.531727e-03	-3.919687e-03	-3.612040e-03
2.240000e+02	-1.847389e-04	8.949871e-01	-7.611796e-03	-3.990637e-03	-3.621159e-03
2.250000e+02	-2.131938e-04	8.956706e-01	-7.354051e-03	-3.890219e-03	-3.463832e-03
2.260000e+02	-2.373115e-04	8.965607e-01	-6.688089e-03	-3.581356e-03	-3.106733e-03
2.270000e+02	-2.549560e-04	8.977502e-01	-5.549713e-03	-3.029813e-03	-2.519901e-03
2.280000e+02	-2.638437e-04	8.993841e-01	-3.893542e-03	-2.210615e-03	-1.682927e-03
2.290000e+02	-2.616776e-04	9.016276e-01	-1.702186e-03	-1.112771e-03	-5.894153e-04
2.300000e+02	-2.462731e-04	9.045170e-01	1.023798e-03	2.656261e-04	7.581723e-04
2.310000e+02	-2.157895e-04	9.079998e-01	4.236554e-03	1.902487e-03	2.334066e-03
2.320000e+02	-1.690123e-04	9.118710e-01	7.833518e-03	3.747747e-03	4.085771e-03
2.330000e+02	-1.055599e-04	9.160889e-01	1.166964e-02	5.729260e-03	5.940380e-03
2.340000e+02	-2.613304e-05	9.205847e-01	1.552305e-02	7.735393e-03	7.787659e-03
2.350000e+02	6.719185e-05	9.253020e-01	1.914237e-02	9.638377e-03	9.503993e-03
2.360000e+02	1.712076e-04	9.301580e-01	2.225484e-02	1.129863e-02	1.095621e-02
2.370000e+02	2.812255e-04	9.351666e-01	2.452467e-02	1.254356e-02	1.198111e-02
2.380000e+02	3.908490e-04	9.404394e-01	2.561848e-02	1.320009e-02	1.241839e-02
2.390000e+02	4.923293e-04	9.460631e-01	2.518934e-02	1.308700e-02	1.210234e-02
2.400000e+02	5.764716e-04	9.520674e-01	2.292709e-02	1.204001e-02	1.088707e-02
2.410000e+02	6.331618e-04	9.583865e-01	1.863021e-02	9.948266e-03	8.681942e-03
2.420000e+02	6.536223e-04	9.650448e-01	1.243090e-02	6.869073e-03	5.561829e-03
2.430000e+02	6.307925e-04	9.722001e-01	4.442635e-03	2.852110e-03	1.590525e-03
2.440000e+02	5.583504e-04	9.796069e-01	-5.177436e-03	-2.030368e-03	-3.147068e-03
2.450000e+02	4.326447e-04	9.868546e-01	-1.594860e-02	-7.541655e-03	-8.406945e-03
2.460000e+02	2.543371e-04	9.939081e-01	-2.724740e-02	-1.336936e-02	-1.387804e-02
2.470000e+02	2.773786e-05	1.000723e+00	-3.831788e-02	-1.913120e-02	-1.918668e-02
2.480000e+02	-2.367672e-04	1.007329e+00	-4.802049e-02	-2.424701e-02	-2.377348e-02
2.490000e+02	-5.208127e-04	1.013447e+00	-5.500501e-02	-2.802332e-02	-2.698169e-02
2.500000e+02	-8.006453e-04	1.019211e+00	-5.826110e-02	-2.993120e-02	-2.832991e-02
2.510000e+02	-1.050324e-03	1.024882e+00	-5.713133e-02	-2.961599e-02	-2.751534e-02
2.520000e+02	-1.243117e-03	1.029651e+00	-5.095448e-02	-2.672036e-02	-2.423412e-02
2.530000e+02	-1.352930e-03	1.033227e+00	-3.935321e-02	-2.102954e-02	-1.832368e-02
2.540000e+02	-1.358904e-03	1.036421e+00	-2.324981e-02	-1.298381e-02	-1.026600e-02
2.550000e+02	-1.251242e-03	1.039881e+00	-4.197727e-03	-3.350106e-03	-8.476219e-04
2.560000e+02	-1.033522e-03	1.043236e+00	1.583204e-02	6.882499e-03	8.949542e-03
2.570000e+02	-7.200096e-04	1.046108e+00	3.520537e-02	1.688267e-02	1.832269e-02
2.580000e+02	-3.339402e-04	1.048076e+00	5.241551e-02	2.587382e-02	2.654170e-02
2.590000e+02	9.426832e-05	1.049213e+00	6.578025e-02	3.298439e-02	3.279586e-02
2.600000e+02	5.276143e-04	1.049282e+00	7.362280e-02	3.733901e-02	3.628378e-02
2.610000e+02	9.255907e-04	1.049294e+00	7.491521e-02	3.838320e-02	3.653202e-02
2.620000e+02	1.249987e-03	1.050343e+00	6.933514e-02	3.591756e-02	3.341758e-02
2.630000e+02	1.469902e-03	1.052171e+00	5.711100e-02	3.002540e-02	2.708560e-02
2.640000e+02	1.565807e-03	1.054620e+00	3.943366e-02	2.128264e-02	1.815102e-02
2.650000e+02	1.529974e-03	1.056510e+00	1.789837e-02	1.047916e-02	7.419211e-03
2.660000e+02	1.366288e-03	1.058186e+00	-5.566896e-03	-1.417160e-03	-4.149736e-03
2.670000e+02	1.087629e-03	1.059059e+00	-2.907020e-02	-1.344747e-02	-1.562273e-02
2.680000e+02	7.133728e-04	1.058062e+00	-5.109281e-02	-2.483303e-02	-2.625978e-02
2.690000e+02	2.715616e-04	1.055898e+00	-6.968599e-02	-3.457143e-02	-3.511456e-02
2.700000e+02	-2.003523e-04	1.053196e+00	-8.286936e-02	-4.163503e-02	-4.123433e-02
2.710000e+02	-6.593570e-04	1.051050e+00	-8.935898e-02	-4.533885e-02	-4.402013e-02
2.720000e+02	-1.064456e-03	1.050788e+00	-8.881280e-02	-4.547085e-02	-4.334194e-02
2.730000e+02	-1.383208e-03	1.052333e+00	-8.167604e-02	-4.222123e-02	-3.945481e-02
2.740000e+02	-1.593347e-03	1.054132e+00	-6.835328e-02	-3.576999e-02	-3.258329e-02
2.750000e+02	-1.681298e-03	1.055836e+00	-4.977055e-02	-2.656657e-02	-2.320398e-02
2.760000e+02	-1.639396e-03	1.056891e+00	-2.691360e-02	-1.509620e-02	-1.181741e-02
2.770000e+02	-1.466283e-03	1.058063e+00	-1.249295e-03	-2.090930e-03	8.416352e-04
