x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,obj_fn_1,obj_fn_2,nln_ineq_con_1
0.54831716,0.641930278,0.733762919,0.31321822,0.844872263,0.981747762,0.219656482,0.20968504,0.100638018,9.171290518,34.44959292,-2.550820553,40.23988668,253.6574263,700.7374006
0.54831716,0.672742138,0.550189571,0.906973384,0.844872263,0.084909928,0.219656482,0.248158529,0.100638018,9.119433038,38.77398167,1.625453204,40.74040762,254.4487807,709.167546
0.54831716,0.703175255,0.550189571,0.31321822,0.860702269,0.984352558,0.219656482,0.20968504,0.139994591,9.117284868,38.77398167,-6.095208903,40.84116813,275.9804703,713.0329172
0.54831716,0.6980981,0.668335316,0.31321822,0.860702269,0.702348292,0.219656482,0.20968504,0.100638018,9.171290518,38.77398167,1.049671358,41.20343978,277.6216737,720.0975799
0.54831716,0.703175255,0.550189571,0.906973384,0.860702269,0.702348292,0.219656482,0.20968504,0.139994591,9.171290518,38.77398167,-4.182949387,41.3437292,278.7724858,738.7818924
0.45884779,0.703175255,0.733762919,0.906973384,0.844872263,0.702348292,0.219656482,0.20968504,0.100638018,9.171290518,38.77398167,-2.550820553,41.40804589,280.3569859,728.2465812
0.388601021,0.6980981,0.535714159,0.31321822,0.844872263,0.702348292,0.250028365,0.20968504,0.100638018,9.171290518,38.77398167,-6.095208903,41.74093874,281.4393504,703.6222573
0.388601021,0.6980981,0.535714159,0.923869872,0.860702269,0.702348292,0.235473779,0.20968504,0.152021996,9.171290518,38.77398167,-4.182949387,41.82444837,286.4003735,710.9014332
0.388601021,0.6980981,0.550189571,0.906973384,0.860702269,0.702348292,0.250028365,0.20968504,0.100638018,9.117284868,38.77398167,1.625453204,41.93200908,286.7710008,726.4275404
0.388601021,0.703175255,0.733762919,0.906973384,0.860702269,0.692262223,0.219656482,0.20968504,0.139994591,9.119433038,38.77398167,-4.182949387,41.95845384,287.0190192,715.3460886
0.388601021,0.6980981,0.733762919,0.31321822,0.844872263,0.702348292,0.235473779,0.20968504,0.100638018,9.171290518,38.77398167,4.357210509,42.00343523,287.6544317,708.2534917
0.54831716,0.703175255,0.668335316,0.31321822,0.860702269,0.984352558,0.219656482,0.20968504,0.139994591,9.171290518,38.77398167,1.049671358,42.06714796,288.2224254,735.9915809
0.388601021,0.6980981,0.733762919,0.620490788,0.844872263,0.702348292,0.235473779,0.20968504,0.100638018,9.171290518,38.77398167,4.357210509,42.1337952,288.6711596,723.9591602
0.388601021,0.703175255,0.733762919,0.923869872,0.860702269,0.702348292,0.219656482,0.20968504,0.139994591,9.171290518,38.77398167,1.049671358,42.14454439,289.8688331,717.7579977
0.388601021,0.6980981,0.668335316,0.204477624,0.860702269,0.702348292,0.250028365,0.201623382,0.100638018,9.171290518,38.77398167,1.049671358,42.27552617,291.3258929,708.3981277
0.45884779,0.672742138,0.733762919,0.906973384,0.844872263,0.702348292,0.250028365,0.20968504,0.100638018,9.171290518,38.77398167,1.625453204,42.74384365,292.102527,751.100066
0.388601021,0.703175255,0.668335316,0.960381897,0.844872263,0.702348292,0.250028365,0.20968504,0.100638018,9.171290518,38.77398167,4.357210509,42.75766462,295.0049364,746.6915383
0.388601021,0.703175255,0.733762919,0.204477624,0.86779578,0.702348292,0.250028365,0.20968504,0.100638018,9.117284868,38.77398167,1.049671358,43.17888953,295.6669718,724.650938
0.45884779,0.6980981,0.550189571,0.960381897,0.860702269,0.981747762,0.219656482,0.20968504,0.264379188,9.117284868,38.77398167,-4.730861666,43.24016068,299.1767675,737.126036
0.45884779,0.6980981,0.550189571,0.960381897,0.860702269,0.981747762,0.219656482,0.20968504,0.264379188,9.117284868,38.77398167,-4.182949387,43.30301955,299.5873867,737.4522004
0.388601021,0.703175255,0.535714159,0.038937184,0.86779578,0.702348292,0.250028365,0.20968504,0.16832287,9.171290518,38.77398167,1.049671358,43.44453651,300.729668,700.8115934
0.388601021,0.703175255,0.668335316,0.204477624,0.860702269,0.702348292,0.250028365,0.201623382,0.16832287,9.171290518,38.77398167,-11.18510669,43.453468,302.1362674,723.790981
0.388601021,0.703175255,0.550189571,0.198376621,0.898144303,0.702348292,0.250028365,0.20968504,0.16832287,9.171290518,38.77398167,1.049671358,43.63981727,303.0962105,714.1079503
0.45884779,0.703175255,0.550189571,0.960381897,0.99606822,0.717855942,0.219656482,0.20968504,0.264379188,9.171290518,38.77398167,1.049671358,43.80999643,303.5813161,722.9421841
0.388601021,0.6980981,0.550189571,0.906973384,0.8996114,0.702348292,0.235473779,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,44.10062178,308.0895825,729.5349109
0.388601021,0.703175255,0.668335316,0.960381897,0.844872263,0.702348292,0.250028365,0.201623382,0.16832287,9.171290518,38.77398167,-4.182949387,44.30957758,309.1709145,759.4306543
0.388601021,0.703175255,0.668335316,0.038937184,0.860702269,0.702348292,0.250028365,0.20968504,0.16832287,9.171290518,38.77398167,1.049671358,44.37974626,309.4757019,719.6840508
0.388601021,0.703175255,0.668335316,0.960381897,0.844872263,0.702348292,0.250028365,0.20968504,0.16832287,9.171290518,38.77398167,-4.182949387,44.52500515,309.5144386,764.4411737
0.388601021,0.703175255,0.733762919,0.046692999,0.844872263,0.702348292,0.235473779,0.20968504,0.20562251,9.117284868,38.77398167,-4.730861666,44.62766899,309.8715574,713.8402568
0.45884779,0.703175255,0.535714159,0.906973384,0.844872263,0.702348292,0.250028365,0.20968504,0.264379188,9.171290518,38.77398167,-14.60210691,44.63797418,310.541745,783.1184732
0.388601021,0.703175255,0.668335316,0.31321822,0.86779578,0.702348292,0.250028365,0.20968504,0.16832287,9.171290518,38.77398167,1.049671358,44.64042257,311.2710697,743.8872368
0.388601021,0.703175255,0.672758724,0.31321822,0.860702269,0.702348292,0.250028365,0.209836342,0.16832287,9.171290518,38.77398167,1.049671358,44.69555047,311.4816259,745.3336201
0.45884779,0.703175255,0.550189571,0.923869872,0.860702269,0.981747762,0.235473779,0.20968504,0.264379188,9.117284868,38.77398167,-4.730861666,44.73436762,311.8282966,768.2420075
0.388601021,0.703175255,0.733762919,0.923869872,0.99606822,0.702348292,0.219656482,0.20968504,0.264379188,9.119433038,38.77398167,-6.095208903,44.90358207,312.5854784,731.3598498
0.388601021,0.703175255,0.550189571,0.923869872,0.844872263,0.981747762,0.235473779,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,44.92977314,315.0837159,747.0286202
0.388601021,0.672742138,0.668335316,0.31321822,0.844872263,0.702348292,0.235473779,0.20968504,0.264379188,9.377746563,38.77398167,-2.550820553,45.20763369,315.4898643,717.4509316
0.253320344,0.703175255,0.550189571,0.923869872,0.86779578,0.981747762,0.250028365,0.20968504,0.264379188,9.117284868,38.77398167,-4.730861666,45.45094954,317.2829044,728.803303
0.388601021,0.672742138,0.668335316,0.31321822,0.860702269,0.702348292,0.284133527,0.20968504,0.142905998,9.171290518,38.77398167,4.357210509,45.56592668,318.0355961,772.4921873
0.388601021,0.703175255,0.672758724,0.31321822,0.829929375,0.702348292,0.235473779,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,45.57976628,318.64647,737.3233706
0.45884779,0.6980981,0.668335316,0.198376621,0.99606822,0.981747762,0.284133527,0.201623382,0.139994591,9.171290518,38.77398167,4.357210509,45.69418964,322.6964213,772.673671
0.388601021,0.703175255,0.672758724,0.31321822,0.99606822,0.702348292,0.235473779,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,46.13170024,323.0329137,719.6492636
0.388601021,0.703175255,0.668335316,0.204477624,0.86779578,0.981747762,0.235473779,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,46.18241574,324.6066115,737.3144124
0.388601021,0.672742138,0.672758724,0.923869872,0.99606822,0.702348292,0.284133527,0.20968504,0.16832287,9.171290518,38.77398167,1.049671358,46.22978143,324.9775069,770.1064443
0.388601021,0.703175255,0.668335316,0.923869872,0.86779578,0.981747762,0.235473779,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,46.32282589,326.0955774,771.0226268
0.45884779,0.703175255,0.733762919,0.198376621,0.99606822,0.981747762,0.284133527,0.201623382,0.139994591,9.171290518,38.77398167,1.625453204,46.45800346,326.4232425,785.5187712
0.388601021,0.672742138,0.668335316,0.31321822,0.860702269,0.981747762,0.250028365,0.20968504,0.264379188,9.117284868,38.77398167,1.625453204,46.4990296,326.8107965,746.0665432
0.388601021,0.703175255,0.733762919,0.923869872,0.860702269,0.857168583,0.235473779,0.20968504,0.264379188,9.171290518,38.77398167,-4.182949387,46.65625855,327.2441565,778.9271378
0.388601021,0.672742138,0.733762919,0.906973384,0.99606822,0.702348292,0.284133527,0.20968504,0.16832287,9.117284868,38.77398167,4.357210509,46.67098864,328.1763371,779.7378589
0.388601021,0.703175255,0.668335316,0.204477624,0.860702269,0.702348292,0.250028365,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,46.86333538,329.7372832,751.998595
0.388601021,0.703175255,0.668335316,0.906973384,0.860702269,0.717855942,0.250028365,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,47.02591796,331.4008526,785.2199275
0.388601021,0.703175255,0.668335316,0.204477624,0.99606822,0.702348292,0.250028365,0.201623382,0.264379188,9.119433038,38.77398167,4.357210509,47.11677862,332.0814734,730.7730103
0.45884779,0.703175255,0.668335316,0.960381897,0.860702269,0.981747762,0.250028365,0.20968504,0.264379188,9.171290518,38.77398167,-4.730861666,47.18830131,332.9626788,814.3487168
0.388601021,0.703175255,0.668335316,0.204477624,0.829929375,0.857168583,0.250028365,0.201623382,0.264379188,9.171290518,38.77398167,1.049671358,47.275185,333.3389367,760.2540946
0.388601021,0.672742138,0.733762919,0.046692999,0.99606822,0.981747762,0.284133527,0.20968504,0.20562251,9.171290518,38.77398167,1.625453204,47.39832174,335.473859,746.001109
0.388601021,0.703175255,0.733762919,0.923869872,0.844872263,0.702348292,0.250028365,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,47.8221295,335.8830311,797.4487425
0.388601021,0.672742138,0.535714159,0.923869872,0.99606822,0.981747762,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,47.92752871,338.1098646,775.7444409
0.388601021,0.703175255,0.733762919,0.960381897,0.99606822,0.981747762,0.250028365,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,47.96827607,339.1168421,784.6126227
0.388601021,0.672742138,0.550189571,0.31321822,0.860702269,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,48.37178612,340.0819179,791.300011
0.388601021,0.703175255,0.550189571,0.038937184,0.860702269,0.857168583,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-5.249825078,48.42350646,341.4231439,778.5928064
0.388601021,0.703175255,0.535714159,0.906973384,0.86779578,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,48.63092501,341.9065031,820.8935558
0.388601021,0.672742138,0.672758724,0.31321822,0.99606822,0.984352558,0.284133527,0.20968504,0.264379188,9.117284868,38.77398167,-4.730861666,48.67461135,343.6855215,772.2213079
0.388601021,0.672742138,0.668335316,0.923869872,0.844872263,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-6.095208903,48.89298946,345.4961744,824.9422229
0.388601021,0.672742138,0.668335316,0.960381897,0.99606822,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-2.550820553,49.10219526,345.8918594,792.0911605
0.388601021,0.703175255,0.550189571,0.204477624,0.844872263,0.857168583,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,1.049671358,49.14664743,346.4258186,803.0954869
0.45884779,0.672742138,0.672758724,0.906973384,0.829929375,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,49.21983699,346.4316087,840.363322
0.388601021,0.672742138,0.672758724,0.923869872,0.99606822,0.981747762,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,49.22170941,349.0011247,798.340772
0.388601021,0.703175255,0.668335316,0.038937184,0.860702269,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,49.52197624,349.6864849,794.1087481
0.388601021,0.703175255,0.668335316,0.038937184,0.829929375,0.857168583,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-6.879763292,49.62763221,349.9806496,803.4772901
0.388601021,0.6980981,0.672758724,0.906973384,0.86779578,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,49.7317024,351.5859209,837.4597472
0.388601021,0.703175255,0.668335316,0.923869872,0.860702269,0.981747762,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-4.730861666,49.77811577,353.6272752,845.0089319
0.388601021,0.703175255,0.672758724,0.31321822,0.99606822,0.984352558,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,1.625453204,49.89712384,354.2422978,797.5907785
0.388601021,0.703175255,0.668335316,0.960381897,0.860702269,0.857168583,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,49.94587609,354.4844473,844.1429632
0.388601021,0.703175255,0.668335316,0.906973384,0.86779578,0.857168583,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,49.96279239,354.6086379,844.3408729
0.388601021,0.6980981,0.668335316,0.906973384,0.86779578,0.981747762,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,50.1025365,356.62329,843.4892926
0.388601021,0.703175255,0.668335316,0.204477624,0.860702269,0.857168583,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,50.28938622,356.8553704,819.5881771
0.388601021,0.703175255,0.668335316,0.31321822,0.860702269,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,50.49202678,356.8872412,827.7832884
0.45884779,0.703175255,0.668335316,0.923869872,0.860702269,0.981747762,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-2.550820553,50.5031618,356.9132815,874.2988585
0.388601021,0.703175255,0.668335316,0.906973384,0.86779578,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,50.52114746,357.7690594,845.829828
0.388601021,0.6980981,0.733762919,0.038937184,0.860702269,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,50.68417904,357.8652743,810.7312098
0.388601021,0.6980981,0.733762919,0.906973384,0.86779578,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-2.550820553,50.75759832,357.9948259,848.6902001
0.388601021,0.703175255,0.668335316,0.923869872,0.860702269,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,50.7814686,358.1864918,852.6401219
0.388601021,0.703175255,0.733762919,0.906973384,0.860702269,0.717855942,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,-4.182949387,50.78941797,358.269303,853.639503
0.45884779,0.703175255,0.733762919,0.923869872,0.860702269,0.981747762,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-6.095208903,50.8580823,358.6831688,882.6460641
0.388601021,0.703175255,0.733762919,0.046692999,0.860702269,0.984352558,0.284133527,0.20968504,0.264379188,9.117284868,38.77398167,1.625453204,50.87527088,358.7718843,815.924302
0.388601021,0.703175255,0.733762919,0.31321822,0.860702269,0.981747762,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,-2.550820553,50.89778109,359.0057331,841.1478911
0.388601021,0.6980981,0.733762919,0.204477624,0.844872263,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,50.91103904,359.1369679,831.0005216
0.388601021,0.6980981,0.733762919,0.31321822,0.860702269,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,50.97346257,359.7671831,838.9655425
0.388601021,0.703175255,0.733762919,0.960381897,0.99606822,0.857168583,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,51.01640903,360.4751443,835.4466495
0.388601021,0.703175255,0.733762919,0.204477624,0.844872263,0.984352558,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,51.13630763,360.9549537,836.5462693
0.388601021,0.703175255,0.668335316,0.923869872,0.860702269,0.702348292,0.284133527,0.201623382,0.287017212,9.171290518,38.77398167,4.357210509,51.29537652,362.1737465,851.9653819
0.388601021,0.703175255,0.733762919,0.923869872,0.860702269,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,51.48249673,362.2258981,862.4232875
0.388601021,0.703175255,0.733762919,0.906973384,0.860702269,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,51.49264004,362.2658341,862.7534159
0.45884779,0.703175255,0.733762919,0.906973384,0.844872263,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,51.75852322,362.9545293,885.8441981
0.388601021,0.703175255,0.733762919,0.31321822,0.860702269,0.702348292,0.284133527,0.20968504,0.287017212,9.171290518,38.77398167,-2.550820553,51.89483242,363.3540286,844.9859218
0.45884779,0.703175255,0.733762919,0.038937184,0.86779578,0.702348292,0.284133527,0.201623382,0.287017212,9.117284868,38.77398167,4.357210509,51.97062184,364.6421939,833.9968158
0.388601021,0.703175255,0.733762919,0.906973384,0.860702269,0.717855942,0.284133527,0.201623382,0.303427299,9.171290518,38.77398167,-4.182949387,52.0495507,365.6636416,863.5572031
0.388601021,0.753243082,0.668335316,0.906973384,0.860702269,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,52.35082031,368.4288894,891.692659
0.388601021,0.753243082,0.733762919,0.31321822,0.860702269,0.702348292,0.284133527,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,52.99951684,371.3545084,880.9667603
0.388601021,0.753243082,0.733762919,0.906973384,0.860702269,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,53.25878251,372.0489102,907.0734724
0.45884779,0.753243082,0.733762919,0.906973384,0.844872263,0.702348292,0.284133527,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,53.58966025,373.4500787,931.1191524
0.388601021,0.703175255,0.550189571,0.204477624,0.860702269,0.984352558,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,53.78708773,375.218967,894.1411041
0.388601021,0.672742138,0.668335316,0.906973384,0.860702269,0.981747762,0.336536316,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,54.02671171,377.2623708,908.8243231
0.45884779,0.672742138,0.668335316,0.906973384,0.860702269,0.981747762,0.336536316,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,54.30703073,378.6201983,930.7880133
0.388601021,0.6980981,0.672758724,0.960381897,0.829929375,0.857168583,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,54.56791529,380.2978289,925.5450111
0.388601021,0.703175255,0.668335316,0.923869872,0.860702269,0.702348292,0.336536316,0.201623382,0.264379188,9.171290518,38.77398167,-6.095208903,54.74066682,380.6703604,924.7030793
0.388601021,0.703175255,0.668335316,0.204477624,0.860702269,0.981747762,0.336536316,0.201623382,0.264379188,9.171290518,38.77398167,1.625453204,54.76579054,382.7145144,906.6119029
0.388601021,0.703175255,0.668335316,0.906973384,0.860702269,0.702348292,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,-2.550820553,55.08093784,383.4402767,927.9672509
0.388601021,0.703175255,0.668335316,0.923869872,0.829929375,0.981747762,0.337172759,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,55.31146827,385.1868938,941.7711891
0.388601021,0.703175255,0.733762919,0.204477624,0.860702269,0.984352558,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,1.625453204,55.42745967,386.3624937,915.3237037
0.388601021,0.6980981,0.733762919,0.31321822,0.86779578,0.857168583,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,1.049671358,55.44822816,386.4618614,919.9484258
0.45884779,0.703175255,0.668335316,0.31321822,0.829929375,0.702348292,0.337172759,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,55.78452848,386.7322313,949.2239825
0.388601021,0.703175255,0.733762919,0.923869872,0.860702269,0.981747762,0.336536316,0.20968504,0.264379188,9.171290518,38.77398167,1.625453204,55.8156704,388.2125448,944.7437174
0.388601021,0.703175255,0.733762919,0.906973384,0.844872263,0.702348292,0.337172759,0.201623382,0.264379188,9.171290518,38.77398167,1.625453204,55.84479317,388.4513655,939.5216377
0.388601021,0.703175255,0.733762919,0.923869872,0.860702269,0.702348292,0.337172759,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,56.06337868,389.2908818,944.3677893
0.388601021,0.703175255,0.733762919,0.046692999,0.844872263,0.857168583,0.337172759,0.20968504,0.287017212,9.171290518,38.77398167,4.357210509,56.52863987,391.703443,911.5483022
0.388601021,0.703175255,0.733762919,0.906973384,0.860702269,0.692262223,0.348931473,0.20968504,0.264379188,9.119433038,38.77398167,1.625453204,57.14157811,392.9930485,960.4479423
0.388601021,0.703175255,0.733762919,0.906973384,0.844872263,0.692262223,0.348931473,0.20968504,0.264379188,9.119433038,38.77398167,1.625453204,57.17369014,393.10459,962.852479
0.388601021,0.6980981,0.672758724,0.923869872,0.860702269,0.857168583,0.361578699,0.20968504,0.264379188,9.117284868,38.77398167,4.357210509,57.21041181,393.9015796,965.5890714
0.388601021,0.703175255,0.733762919,0.038937184,0.860702269,0.702348292,0.361578699,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,57.40629219,394.2823261,929.2523126
0.388601021,0.703175255,0.672758724,0.923869872,0.844872263,0.702348292,0.361578699,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,57.55507202,395.3378395,971.6019049
0.388601021,0.703175255,0.733762919,0.31321822,0.86779578,0.702348292,0.361578699,0.201623382,0.264379188,9.171290518,38.77398167,4.357210509,57.69943589,396.2814758,958.2608701
0.388601021,0.703175255,0.733762919,0.906973384,0.86779578,0.702348292,0.361578699,0.201623382,0.264379188,9.119433038,38.77398167,1.625453204,57.83884903,396.5656275,967.4408803
0.388601021,0.6980981,0.733762919,0.906973384,0.86779578,0.702348292,0.361578699,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,57.86239885,396.5715575,970.7343762
0.45884779,0.703175255,0.668335316,0.038937184,0.86779578,0.702348292,0.361578699,0.201623382,0.287017212,9.171290518,38.77398167,4.357210509,57.93530788,397.0084379,945.7025551
0.388601021,0.703175255,0.733762919,0.31321822,0.844872263,0.702348292,0.361578699,0.20968504,0.264379188,9.171290518,38.77398167,4.357210509,58.0817364,397.0348168,969.1756101
